Date	Newspaper	Article	Valence	Date_parsed
December 12, 2015 Saturday  Andalucía Edición	El Pais	Cataluña no era el eje de la campaña, al menos hasta ahora, aunque estaba latente en la estrategia de cada partido. Y no porque no se hable en cada mitin de esta comunidad, sino porque el enfriamiento de la situación por la falta de presidente de la Generalitat ha enquistado el problema. La ausencia de acontecimientos nuevos tras la suspensión de la resolución independentista decretada por el Tribunal Constitucional había reducido este asunto a un papel secundario. Para Albert Rivera, Cataluña es un asunto central en casi todos sus actos y ahora consigue ponerlo en primer plano. Tenía programados dos actos en Cataluña y en cada mitin repite su posición con la que, según el CIS, lograría nueve escaños.  Mariano Rajoy dio por hecho antes del 9 de noviembre, cuando se aprobó el texto independentista, que difícilmente tendría que tomar decisiones traumáticas antes de las elecciones generales. Por un lado, porque Artur Mas no conseguía apoyos para ser investido y, por otro, porque la propia resolución carecía por sí misma de eficacia. Los datos del Ejecutivo se han demostrado acertados. Rajoy puede presentar al PP como el garante de la unidad de España, con el mensaje de la fortaleza, y, al tiempo, no tiene el desgaste de medidas duras como la actuación contra las autoridades de Cataluña o, en el extremo, la aplicación del artículo 135 de la Constitución. Esa búsqueda del equilibrio es lo que hizo que convocara a los tres principales oponentes antes de hacer frente a la resolución independentista, para no asumir riesgos en solitario. Salvando las obvias diferencias por la naturaleza del problema, hizo lo mismo que con la respuesta al terrorismo yihadista. De esa forma neutralizaba el asunto como eje de campaña y así ha ocurrido. Rajoy solo tiene previsto ir en una ocasión a Cataluña durante la campaña. Será el próximo jueves y participará en un desayuno con preguntas en La Vanguardia. En todos sus mítines ha estado presente este asunto. Rajoy lo menciona como uno de los cuatro objetivos básicos para los que, según él, el PP es garantía. En los dos debates de líderes, el de EL PAÍS y el de Atresmedia, el encaje de Cataluña ha estado presente, aunque no como elemento central y las opiniones de cada grupo están ya muy claras y solidificadas. Desde la aplicación estricta de la ley, que sostiene el PP; la reforma de la Constitución hacia el Estado federal, del PSOE; la modificación de la ley fundamental para precisar las competencias, que defiende Ciudadanos, y el referéndum de autodeterminación que promete Podemos. Esta última posición la expone Pablo Iglesias en cada acto. Incluso en Barcelona, el único previsto en Cataluña durante la campaña, puso fecha para la celebración de la consulta el próximo año si gana las elecciones. Podemos, según el CIS, puede ser la primera fuerza en Cataluña, con la marca En Comú Podem, y con 10 u 11 escaños de los 47 en disputa. Solo en Lleida podría quedar sin representación. Pedro Sánchez tiene previstas dos visitas a Cataluña: estuvo el día 4 y volverá el 18, el último de campaña. Fuera de esta comunidad ha mencionado en contadas ocasiones el asunto, por ejemplo, de pasada en Baleares. Felipe González le dedicó tiempo en Madrid el martes y José Luis Rodríguez Zapatero habló de ello el jueves en Gijón de forma testimonial. La campaña socialista en Cataluña la ejecuta de forma autónoma Carme Chacón, cabeza de lista del PSC en Barcelona. [PG] Con información de Natalia Junquera, José Marcos, Francesco Manetto y Juan José Mateo.		2015-12-12
December 12, 2015 Saturday  Nacional Edición	El Pais	"Un policía español murió ayer en el ataque suicida lanzado por los talibanes junto a la Embajada de España en Kabul (Afganistán). La noticia la dio, al término de un mitin en Alicante, el presidente Mariano Rajoy. Antes del acto electoral, Rajoy había declarado que un agente español había resultado herido, pero que ""por fortuna"" sus heridas no eran graves. El Gobierno afgano informó de la muerte de uno de sus funcionarios y de dos de los tres suicidas. Al menos nueve civiles resultaron heridos. La confusión rodeó el atentado perpetrado por los talibanes en el área de Sherpor, en la que se concentran embajadas y edificios gubernamentales. Inicialmente, el Ministerio de Asuntos Exteriores indicó que el objetivo del ataque era la legación diplomática española en la capital afgana. Posteriormente, sin embargo, Rajoy aseguró: ""Todos, cualquier país occidental, podemos ser objeto de un ataque terrorista, pero esta vez no ha sido así. No era un ataque contra nosotros, sino contra una casa de huéspedes próxima"".  La información que ofreció Rajoy en ese momento, antes de iniciarse el mitin de Orihuela (Alicante), era tranquilizadora. Aseguró que las heridas sufridas por un agente no eran ""de extrema gravedad"" y que este ya había sido evacuado a un hospital. Agregó que todo el personal de la Embajada había sido ""liberado"": ""Lo que parecía una mala noticia parece, por fortuna, que no es así"", afirmó el presidente. ""Por tanto, insisto, tranquilidad. La gente de la Embajada española en Afganistán está bien, son los datos que nos informan desde allí y espero que se confirmen a la mayor celeridad posible"", concluyó. Al término del mitin, Rajoy tuvo que corregirse a sí mismo para anunciar que, según el Ministerio del Interior, en el ataque había muerto un policía. El fallecido, al que inicialmente se dio por herido leve, es Isidro Gabino Sanmartín Hernández, de 48 años de edad, oriundo de La Bañeza (León) y con cuatro hijos. Estaba destinado en la UIP (Unidad de Intervención Policial, antidisturbios) con base en Oviedo. Un total de 10 agentes vigilan la Embajada en Kabul. Las UIP y los GEO (Grupos Especiales de Operaciones) son las unidades encargadas de dar protección a las legaciones diplomáticas en zonas de conflicto, informa Patricia Ortega Dolz. El Gobierno afgano informó de que a las 18.00 (hora local, 14.30 en Madrid) los talibanes lanzaron un ataque con coche bomba contra una casa de huéspedes, situada junto a la Embajada española, a lo que siguió un asalto y un tiroteo con las fuerzas de seguridad. ""Dos suicidas fueron eliminados y un tercero fue herido en una operación de rastreo que todavía continúa"", dijo el viceministro del Interior afgano, Mohammad Ayub Salangui. El portavoz del Ministerio del Interior afgano indicó a Efe que un policía afgano falleció en el ataque y al menos nueve civiles, también de la misma nacionalidad, resultaron heridos por la explosión. Aseguró que la zona todavía no había sido despejada, por lo que era posible que algún terrorista se hubiera escondido. ""El área se está despejando paso a paso"", advirtió la policía afgana. Según la BBC, en el ataque supuestamente han estado involucrados siete talibanes. ""Tras una explosión en un coche, algunos terroristas entraron en una casa de huéspedes cerca de la Embajada de España, donde suelen alojarse ciudadanos estadounidenses. Las fuerzas especiales han llegado al área y la zona ha sido acordonada"", aseguró el jefe de Emergencias afgano, Homayoon Aini. El jefe del Departamento de Investigación Criminal de la Policía de Kabul, Faraidoon Obaidi, detalló que algunos guardias de seguridad de las embajadas estaban realizando disparos al aire, lo que hacía que la situación fuera más confusa. Los talibanes reivindicaron la autoría del atentado a través de un mensaje en Twitter. Su portavoz, Zahibulá Muyahid, indicó que el objetivo era una casa de huéspedes junto a la Embajada española. ""La guerra sigue a buen ritmo"", añadió. En un mensaje posterior, los talibanes aseguraron que el ataque continuaba y que sus milicianos se habían hecho fuertes en la casa. La ONG italiana Emergency informó de que su hospital, a 700 metros de la Embajada, atendió a siete heridos afganos. El ministro de Asuntos Exteriores y de Cooperación, José Manuel García-Margallo, que coincidió con Rajoy en el mitin de Orihuela (Alicante), tuvo varias conversaciones telefónicas con el encargado de negocios de la Embajada en Kabul, Oriol Solá, ante la ausencia del embajador. ""El pensamiento de todos está con los que están en la Embajada en Kabul"", dijo Margallo a los periodistas, tras recordar que por Afganistán han pasado más de 30.000 militares españoles, ""que han permanecido allí para garantizar la estabilidad y la paz en el mundo"". La noticia del asesinato del policía irrumpió en la campaña electoral. Antes de comparecer ante los periodistas, Rajoy habló con el líder del PSOE, Pedro Sánchez, y con el de Podemos, Pablo Iglesias, así como con que el lehendakari, Iñigo Urkullu. Sánchez inició su mitin en Barakaldo (Vizcaya) con un minuto de silencio en recuerdo del policía asesinado, mientras que Pablo Iglesias lamentó en Alicante la muerte del agente y se puso a disposición del Gobierno. También el líder de Ciudadanos, Albert Rivera, inició su acto electoral en Alicante con un homenaje al policía, para el que pidió un ""fuerte aplauso"". Tras confirmarse la muerte de Sanmartín, Rajoy suspendió el mitin que tenía previsto en Murcia. El ataque en el centro de Kabul se produce días después de que los talibanes asediaran durante 27 horas el aeropuerto de Kandahar, la mayor base militar en el sur de Afganistán. En ese asalto fallecieron al menos 50 personas, al introducirse en el complejo 11 terroristas suicidas que tomaron rehenes. El repunte de la violencia ha obligado a EE UU y a la OTAN a revisar sus planes de retirada de Afganistán y a prorrogar su presencia en dicho país."		2015-12-12
December 12, 2015 Saturday  Andalucía Edición	El Pais	"El candidato de Ciudadanos intenta disputarle al PP el electorado en el tramo final de la campaña y lo hace atacando lo que considera su flanco más débil: la supuesta falta de acción del presidente, Mariano Rajoy, ante la crisis soberanista catalana. ""Ha hecho más el Rey por Cataluña que el Gobierno de Rajoy"", dijo ayer Albert Rivera, que hasta 2015 fue diputado autonómico catalán, en una conferencia en Madrid. La crítica forma parte de una estrategia de Ciudadanos para granjearse los votos de centroderecha, que incluye la defensa de la unidad de España y la lucha contra la corrupción."		2015-12-12
December 12, 2015 Saturday  Andalucía Edición	El Pais	Cataluña no era el eje de la campaña, al menos hasta ahora, aunque estaba latente en la estrategia de cada partido. Y no porque no se hable en cada mitin de esta comunidad, sino porque el enfriamiento de la situación por la falta de presidente de la Generalitat ha enquistado el problema. La ausencia de acontecimientos nuevos tras la suspensión de la resolución independentista decretada por el Tribunal Constitucional había reducido este asunto a un papel secundario. Para Albert Rivera, Cataluña es un asunto central en casi todos sus actos y ahora consigue ponerlo en primer plano. Tenía programados dos actos en Cataluña y en cada mitin repite su posición con la que, según el CIS, lograría nueve escaños.  Mariano Rajoy dio por hecho antes del 9 de noviembre, cuando se aprobó el texto independentista, que difícilmente tendría que tomar decisiones traumáticas antes de las elecciones generales. Por un lado, porque Artur Mas no conseguía apoyos para ser investido y, por otro, porque la propia resolución carecía por sí misma de eficacia. Los datos del Ejecutivo se han demostrado acertados. Rajoy puede presentar al PP como el garante de la unidad de España, con el mensaje de la fortaleza, y, al tiempo, no tiene el desgaste de medidas duras como la actuación contra las autoridades de Cataluña o, en el extremo, la aplicación del artículo 135 de la Constitución. Esa búsqueda del equilibrio es lo que hizo que convocara a los tres principales oponentes antes de hacer frente a la resolución independentista, para no asumir riesgos en solitario. Salvando las obvias diferencias por la naturaleza del problema, hizo lo mismo que con la respuesta al terrorismo yihadista. De esa forma neutralizaba el asunto como eje de campaña y así ha ocurrido. Rajoy solo tiene previsto ir en una ocasión a Cataluña durante la campaña. Será el próximo jueves y participará en un desayuno con preguntas en La Vanguardia. En todos sus mítines ha estado presente este asunto. Rajoy lo menciona como uno de los cuatro objetivos básicos para los que, según él, el PP es garantía. En los dos debates de líderes, el de EL PAÍS y el de Atresmedia, el encaje de Cataluña ha estado presente, aunque no como elemento central y las opiniones de cada grupo están ya muy claras y solidificadas. Desde la aplicación estricta de la ley, que sostiene el PP; la reforma de la Constitución hacia el Estado federal, del PSOE; la modificación de la ley fundamental para precisar las competencias, que defiende Ciudadanos, y el referéndum de autodeterminación que promete Podemos. Esta última posición la expone Pablo Iglesias en cada acto. Incluso en Barcelona, el único previsto en Cataluña durante la campaña, puso fecha para la celebración de la consulta el próximo año si gana las elecciones. Podemos, según el CIS, puede ser la primera fuerza en Cataluña, con la marca En Comú Podem, y con 10 u 11 escaños de los 47 en disputa. Solo en Lleida podría quedar sin representación. Pedro Sánchez tiene previstas dos visitas a Cataluña: estuvo el día 4 y volverá el 18, el último de campaña. Fuera de esta comunidad ha mencionado en contadas ocasiones el asunto, por ejemplo, de pasada en Baleares. Felipe González le dedicó tiempo en Madrid el martes y José Luis Rodríguez Zapatero habló de ello el jueves en Gijón de forma testimonial. La campaña socialista en Cataluña la ejecuta de forma autónoma Carme Chacón, cabeza de lista del PSC en Barcelona. [PG] Con información de Natalia Junquera, José Marcos, Francesco Manetto y Juan José Mateo.		2015-12-12
December 12, 2015 Saturday  Nacional Edición	El Pais	"Un policía español murió ayer en el ataque suicida lanzado por los talibanes junto a la Embajada de España en Kabul (Afganistán). La noticia la dio, al término de un mitin en Alicante, el presidente Mariano Rajoy. Antes del acto electoral, Rajoy había declarado que un agente español había resultado herido, pero que ""por fortuna"" sus heridas no eran graves. El Gobierno afgano informó de la muerte de uno de sus funcionarios y de dos de los tres suicidas. Al menos nueve civiles resultaron heridos. La confusión rodeó el atentado perpetrado por los talibanes en el área de Sherpor, en la que se concentran embajadas y edificios gubernamentales. Inicialmente, el Ministerio de Asuntos Exteriores indicó que el objetivo del ataque era la legación diplomática española en la capital afgana. Posteriormente, sin embargo, Rajoy aseguró: ""Todos, cualquier país occidental, podemos ser objeto de un ataque terrorista, pero esta vez no ha sido así. No era un ataque contra nosotros, sino contra una casa de huéspedes próxima"".  La información que ofreció Rajoy en ese momento, antes de iniciarse el mitin de Orihuela (Alicante), era tranquilizadora. Aseguró que las heridas sufridas por un agente no eran ""de extrema gravedad"" y que este ya había sido evacuado a un hospital. Agregó que todo el personal de la Embajada había sido ""liberado"": ""Lo que parecía una mala noticia parece, por fortuna, que no es así"", afirmó el presidente. ""Por tanto, insisto, tranquilidad. La gente de la Embajada española en Afganistán está bien, son los datos que nos informan desde allí y espero que se confirmen a la mayor celeridad posible"", concluyó. Al término del mitin, Rajoy tuvo que corregirse a sí mismo para anunciar que, según el Ministerio del Interior, en el ataque había muerto un policía. El fallecido, al que inicialmente se dio por herido leve, es Isidro Gabino Sanmartín Hernández, de 48 años de edad, oriundo de La Bañeza (León) y con cuatro hijos. Estaba destinado en la UIP (Unidad de Intervención Policial, antidisturbios) con base en Oviedo. Un total de 10 agentes vigilan la Embajada en Kabul. Las UIP y los GEO (Grupos Especiales de Operaciones) son las unidades encargadas de dar protección a las legaciones diplomáticas en zonas de conflicto, informa Patricia Ortega Dolz. El Gobierno afgano informó de que a las 18.00 (hora local, 14.30 en Madrid) los talibanes lanzaron un ataque con coche bomba contra una casa de huéspedes, situada junto a la Embajada española, a lo que siguió un asalto y un tiroteo con las fuerzas de seguridad. ""Dos suicidas fueron eliminados y un tercero fue herido en una operación de rastreo que todavía continúa"", dijo el viceministro del Interior afgano, Mohammad Ayub Salangui. El portavoz del Ministerio del Interior afgano indicó a Efe que un policía afgano falleció en el ataque y al menos nueve civiles, también de la misma nacionalidad, resultaron heridos por la explosión. Aseguró que la zona todavía no había sido despejada, por lo que era posible que algún terrorista se hubiera escondido. ""El área se está despejando paso a paso"", advirtió la policía afgana. Según la BBC, en el ataque supuestamente han estado involucrados siete talibanes. ""Tras una explosión en un coche, algunos terroristas entraron en una casa de huéspedes cerca de la Embajada de España, donde suelen alojarse ciudadanos estadounidenses. Las fuerzas especiales han llegado al área y la zona ha sido acordonada"", aseguró el jefe de Emergencias afgano, Homayoon Aini. El jefe del Departamento de Investigación Criminal de la Policía de Kabul, Faraidoon Obaidi, detalló que algunos guardias de seguridad de las embajadas estaban realizando disparos al aire, lo que hacía que la situación fuera más confusa. Los talibanes reivindicaron la autoría del atentado a través de un mensaje en Twitter. Su portavoz, Zahibulá Muyahid, indicó que el objetivo era una casa de huéspedes junto a la Embajada española. ""La guerra sigue a buen ritmo"", añadió. En un mensaje posterior, los talibanes aseguraron que el ataque continuaba y que sus milicianos se habían hecho fuertes en la casa. La ONG italiana Emergency informó de que su hospital, a 700 metros de la Embajada, atendió a siete heridos afganos. El ministro de Asuntos Exteriores y de Cooperación, José Manuel García-Margallo, que coincidió con Rajoy en el mitin de Orihuela (Alicante), tuvo varias conversaciones telefónicas con el encargado de negocios de la Embajada en Kabul, Oriol Solá, ante la ausencia del embajador. ""El pensamiento de todos está con los que están en la Embajada en Kabul"", dijo Margallo a los periodistas, tras recordar que por Afganistán han pasado más de 30.000 militares españoles, ""que han permanecido allí para garantizar la estabilidad y la paz en el mundo"". La noticia del asesinato del policía irrumpió en la campaña electoral. Antes de comparecer ante los periodistas, Rajoy habló con el líder del PSOE, Pedro Sánchez, y con el de Podemos, Pablo Iglesias, así como con que el lehendakari, Iñigo Urkullu. Sánchez inició su mitin en Barakaldo (Vizcaya) con un minuto de silencio en recuerdo del policía asesinado, mientras que Pablo Iglesias lamentó en Alicante la muerte del agente y se puso a disposición del Gobierno. También el líder de Ciudadanos, Albert Rivera, inició su acto electoral en Alicante con un homenaje al policía, para el que pidió un ""fuerte aplauso"". Tras confirmarse la muerte de Sanmartín, Rajoy suspendió el mitin que tenía previsto en Murcia. El ataque en el centro de Kabul se produce días después de que los talibanes asediaran durante 27 horas el aeropuerto de Kandahar, la mayor base militar en el sur de Afganistán. En ese asalto fallecieron al menos 50 personas, al introducirse en el complejo 11 terroristas suicidas que tomaron rehenes. El repunte de la violencia ha obligado a EE UU y a la OTAN a revisar sus planes de retirada de Afganistán y a prorrogar su presencia en dicho país."		2015-12-12
December 12, 2015 Saturday  Andalucía Edición	El Pais	"El candidato de Ciudadanos intenta disputarle al PP el electorado en el tramo final de la campaña y lo hace atacando lo que considera su flanco más débil: la supuesta falta de acción del presidente, Mariano Rajoy, ante la crisis soberanista catalana. ""Ha hecho más el Rey por Cataluña que el Gobierno de Rajoy"", dijo ayer Albert Rivera, que hasta 2015 fue diputado autonómico catalán, en una conferencia en Madrid. La crítica forma parte de una estrategia de Ciudadanos para granjearse los votos de centroderecha, que incluye la defensa de la unidad de España y la lucha contra la corrupción."		2015-12-12
December 21, 2015 Monday  Comunidad Valenciana Edición	El Pais	"Podemos se perfila desde anoche como la tercera fuerza política. La formación y sus alianzas en Cataluña, Galicia y Comunidad Valenciana lograron 69 escaños en el Congreso, confirmaron la remontada, pero quedaron lejos de disputar la segunda posición al PSOE, uno de los objetivos de Pablo Iglesias. El líder del partido se negó a hablar de pactos pero prometió ""tender la mano"" a cambio de reformas. ""España ha votado un cambio de sistema inaplazable"", sostuvo. Iglesias habló anoche, rodeado de su ejecutiva, en nombre de Podemos y de sus tres coaliciones territoriales. Aunque la formación no consiguió el sorpasso del PSOE, su primer análisis del resultado reflejó una palpable satisfacción por haber logrado un cambio profundo en el mapa político. ""Hoy ha nacido una nueva España que pone fin a una etapa política"", proclamó. ""Somos la primera fuerza política [en votos] en Cataluña y en el País Vasco, y la segunda en la Comunidad de Madrid, en la Comunidad Valenciana, en Navarra, Baleares y Galicia"". ""El PSOE"", prosiguió, ""ha obtenido su peor resultado electoral de toda la democracia y el PP, el peor desde 1989. Se acabó el sistema del turno en España"".  Podemos, recordaban ayer sus dirigentes, ""nació para esto"". Es decir, para lograr una sensación de ""victoria"" en las elecciones generales. La formación contaba de antemano con quedar muy por debajo del Partido Popular, aunque siguió hasta el final de la campaña electoral con su aspiración fundacional prácticamente intacta: competir con el PSOE. No lo consiguió, aunque su proyección refleja una importante caída de los socialistas. ""Se constata una vez más que cada vez que hay elecciones, las fuerzas del cambio avanzan. Tenemos 69 diputados de las fuerzas del cambio, que están para defender la justicia social y combatir la corrupción"", insistió Iglesias, apuntando ya a la función de Podemos en un Congreso que, tras estas elecciones, queda más fragmentado que nunca. Fue tajante el secretario general de la formación con respecto a la posibilidad de alcanzar acuerdos de investidura. Ahora no toca. ""No toca hablar de entendimiento con partidos, toca hablar de reforma constitucional. Nuestros 69 diputados van a tender la mano para hablar de esos cambios constitucionales y políticos"". Iglesias fijó tres prioridades. Las calificó de ""inaplazables e imprescindibles"". Se trata del ""blindaje de los servicios sociales"" en el futuro texto constitucional, de la reforma electoral y de aprobar un mecanismo revocatorio ""para que haya una moción de confianza ciudadana al Gobierno que no cumpla su programa"". Iglesias habló de la defensa de una ""España plurinacional"", incluyéndola como cuarta condición para el diálogo, pero no fue explícito con respecto al referéndum. ""Estas elecciones"", dijo, ""han dejado claro que el nuestro es un país plurinacional"". Y se atribuyó el mérito de gobernar ""la única fuerza política de ámbito estatal capaz de liderar la concreción de ese nuevo acuerdo territorial"". Iglesias aseguró que intentará dialogar con todo el mundo y evitó decir con quién tiene más probabilidades de entenderse. Con todo, la lectura de los resultados puede obligar ahora a Podemos a repensar, en el corto plazo, su relación con el PSOE. Las dos fuerzas comparten, en el fondo, algunos ejes programáticos. Ambas han hecho hincapié durante la campaña en la lucha contra la desigualdad y la corrupción, y ambas están convencidas de que la próxima legislatura estará marcada por el diálogo en torno a la reforma de la Constitución. En este contexto, Iglesias tiene posibilidades de entenderse con Sánchez a propósito del blindaje de los derechos sociales en la Ley Fundamental, y con Albert Rivera, líder de Ciudadanos, para lograr una reforma de la Ley Electoral y otras medidas de regeneración. Ni el PSOE ni Ciudadanos aceptan, en cambio, la defensa del referéndum catalán del que Podemos ha hecho bandera durante la campaña, y que en el Congreso de los Diputados será uno de los objetivos de las alianzas territoriales alcanzadas en Cataluña (En Comú Podem); en la Comunidad Valenciana (Compromís-Podemos-És el moment) y en Galicia (En Marea). Anoche se respiraba un ambiente de euforia en el teatro Goya de Madrid, donde la formación hizo el seguimiento de los resultados. El partido convocó en paralelo a sus simpatizantes en la plaza del Museo Reina Sofía de la capital para celebrar el resultado hasta la madrugada. Fue allí donde Podemos aplaudió la elección de cinco eurodiputados la noche del 25 de mayo de 2014, convirtiéndose en la mayor sorpresa de esas elecciones europeas. No obstante, el fichaje más sonado del partido, el general Julio Rodríguez, no logró escaño en el Congreso al concurrir de número dos por Zaragoza. Sí entran en la Cámara baja la juez Victoria Rosell, el juez Juan Pedro Yllanes y el exportavoz de la Asociación Unificada de la Guardia Civil, Juan Antonio Delgado."		2015-12-21
December 21, 2015 Monday  Comunidad Valenciana Edición	El Pais	"Podemos se perfila desde anoche como la tercera fuerza política. La formación y sus alianzas en Cataluña, Galicia y Comunidad Valenciana lograron 69 escaños en el Congreso, confirmaron la remontada, pero quedaron lejos de disputar la segunda posición al PSOE, uno de los objetivos de Pablo Iglesias. El líder del partido se negó a hablar de pactos pero prometió ""tender la mano"" a cambio de reformas. ""España ha votado un cambio de sistema inaplazable"", sostuvo. Iglesias habló anoche, rodeado de su ejecutiva, en nombre de Podemos y de sus tres coaliciones territoriales. Aunque la formación no consiguió el sorpasso del PSOE, su primer análisis del resultado reflejó una palpable satisfacción por haber logrado un cambio profundo en el mapa político. ""Hoy ha nacido una nueva España que pone fin a una etapa política"", proclamó. ""Somos la primera fuerza política [en votos] en Cataluña y en el País Vasco, y la segunda en la Comunidad de Madrid, en la Comunidad Valenciana, en Navarra, Baleares y Galicia"". ""El PSOE"", prosiguió, ""ha obtenido su peor resultado electoral de toda la democracia y el PP, el peor desde 1989. Se acabó el sistema del turno en España"".  Podemos, recordaban ayer sus dirigentes, ""nació para esto"". Es decir, para lograr una sensación de ""victoria"" en las elecciones generales. La formación contaba de antemano con quedar muy por debajo del Partido Popular, aunque siguió hasta el final de la campaña electoral con su aspiración fundacional prácticamente intacta: competir con el PSOE. No lo consiguió, aunque su proyección refleja una importante caída de los socialistas. ""Se constata una vez más que cada vez que hay elecciones, las fuerzas del cambio avanzan. Tenemos 69 diputados de las fuerzas del cambio, que están para defender la justicia social y combatir la corrupción"", insistió Iglesias, apuntando ya a la función de Podemos en un Congreso que, tras estas elecciones, queda más fragmentado que nunca. Fue tajante el secretario general de la formación con respecto a la posibilidad de alcanzar acuerdos de investidura. Ahora no toca. ""No toca hablar de entendimiento con partidos, toca hablar de reforma constitucional. Nuestros 69 diputados van a tender la mano para hablar de esos cambios constitucionales y políticos"". Iglesias fijó tres prioridades. Las calificó de ""inaplazables e imprescindibles"". Se trata del ""blindaje de los servicios sociales"" en el futuro texto constitucional, de la reforma electoral y de aprobar un mecanismo revocatorio ""para que haya una moción de confianza ciudadana al Gobierno que no cumpla su programa"". Iglesias habló de la defensa de una ""España plurinacional"", incluyéndola como cuarta condición para el diálogo, pero no fue explícito con respecto al referéndum. ""Estas elecciones"", dijo, ""han dejado claro que el nuestro es un país plurinacional"". Y se atribuyó el mérito de gobernar ""la única fuerza política de ámbito estatal capaz de liderar la concreción de ese nuevo acuerdo territorial"". Iglesias aseguró que intentará dialogar con todo el mundo y evitó decir con quién tiene más probabilidades de entenderse. Con todo, la lectura de los resultados puede obligar ahora a Podemos a repensar, en el corto plazo, su relación con el PSOE. Las dos fuerzas comparten, en el fondo, algunos ejes programáticos. Ambas han hecho hincapié durante la campaña en la lucha contra la desigualdad y la corrupción, y ambas están convencidas de que la próxima legislatura estará marcada por el diálogo en torno a la reforma de la Constitución. En este contexto, Iglesias tiene posibilidades de entenderse con Sánchez a propósito del blindaje de los derechos sociales en la Ley Fundamental, y con Albert Rivera, líder de Ciudadanos, para lograr una reforma de la Ley Electoral y otras medidas de regeneración. Ni el PSOE ni Ciudadanos aceptan, en cambio, la defensa del referéndum catalán del que Podemos ha hecho bandera durante la campaña, y que en el Congreso de los Diputados será uno de los objetivos de las alianzas territoriales alcanzadas en Cataluña (En Comú Podem); en la Comunidad Valenciana (Compromís-Podemos-És el moment) y en Galicia (En Marea). Anoche se respiraba un ambiente de euforia en el teatro Goya de Madrid, donde la formación hizo el seguimiento de los resultados. El partido convocó en paralelo a sus simpatizantes en la plaza del Museo Reina Sofía de la capital para celebrar el resultado hasta la madrugada. Fue allí donde Podemos aplaudió la elección de cinco eurodiputados la noche del 25 de mayo de 2014, convirtiéndose en la mayor sorpresa de esas elecciones europeas. No obstante, el fichaje más sonado del partido, el general Julio Rodríguez, no logró escaño en el Congreso al concurrir de número dos por Zaragoza. Sí entran en la Cámara baja la juez Victoria Rosell, el juez Juan Pedro Yllanes y el exportavoz de la Asociación Unificada de la Guardia Civil, Juan Antonio Delgado."		2015-12-21
December 22, 2015 Tuesday  Andalucía Edición	El Pais	Por comunidades, la formación de Albert Rivera logró representación en todas las circunscripciones salvo en La Rioja (donde sumó el 15% de los votos), País Vasco, Navarra, Extremadura y las ciudades autónomas de Ceuta y Melilla. Por provincias, Ciudadanos sumó actas en 26 de las 52. No lo logró en provincias como Lleida, Girona, Jaén o Huelva, Cuenca o Huesca. 		2015-12-22
December 22, 2015 Tuesday  Nacional Edición	El Pais	Por comunidades, la formación de Albert Rivera logró representación en todas las circunscripciones salvo en La Rioja (donde sumó el 15% de los votos), País Vasco, Navarra, Extremadura y las ciudades autónomas de Ceuta y Melilla. Por provincias, Ciudadanos sumó actas en 26 de las 52. No lo logró en provincias como Lleida, Girona, Jaén o Huelva. 		2015-12-22
December 22, 2015 Tuesday  Andalucía Edición	El Pais	Por comunidades, la formación de Albert Rivera logró representación en todas las circunscripciones salvo en La Rioja (donde sumó el 15% de los votos), País Vasco, Navarra, Extremadura y las ciudades autónomas de Ceuta y Melilla. Por provincias, Ciudadanos sumó actas en 26 de las 52. No lo logró en provincias como Lleida, Girona, Jaén o Huelva, Cuenca o Huesca. 		2015-12-22
December 22, 2015 Tuesday  Nacional Edición	El Pais	Por comunidades, la formación de Albert Rivera logró representación en todas las circunscripciones salvo en La Rioja (donde sumó el 15% de los votos), País Vasco, Navarra, Extremadura y las ciudades autónomas de Ceuta y Melilla. Por provincias, Ciudadanos sumó actas en 26 de las 52. No lo logró en provincias como Lleida, Girona, Jaén o Huelva. 		2015-12-22
December 24, 2015 Thursday  Andalucía Edición	El Pais	"El presidente de Ciudadanos, Albert Rivera, pidió ayer al PP y al PSOE un pacto para dar inicio a la legislatura, consensuando reformas en asuntos como la ley electoral o el sistema educativo. ""Queremos proponerle, tanto al PP como al PSOE, un pacto por España para que nadie aproveche la debilidad, la incertidumbre ni la inestabilidad para romper este país"", dijo ayer Rivera en una conferencia de prensa en Madrid. A Podemos lo deja al margen, entre otros motivos, por su defensa de un referéndum de independencia en Cataluña. El líder de ese partido, Pablo Iglesias, planteó ayer en un artículo publicado en el Huffington Post que el Congreso elija como presidente a ""una figura independiente de prestigio"". "		2015-12-24
