fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
258874.643231	260374.643231	260424.643231	260474.643231	right	right	1	100	E	F	0	428.004354761
261902.647586	263402.647586	263452.647586	264302.647586	right	left	0	900	E	E	1	420.780898504
265723.428485	267223.428485	267273.428485	268123.428485	right	left	0	900	F	E	0	443.314030155
269566.742515	271066.742515	271116.742515	271966.742515	right	right	1	900	F	F	1	488.923345287
273455.66586	274955.66586	275005.66586	275055.66586	right	right	1	100	E	F	0	544.627737468
276600.293598	278100.293598	278150.293598	279000.293598	right	left	0	900	E	E	1	528.512581158
280528.806179	282028.806179	282078.806179	282928.806179	right	right	1	900	F	E	0	724.081934228
284652.888113	286152.888113	286202.888113	286252.888113	left	left	1	100	F	F	1	435.048708959
287687.936822	289187.936822	289237.936822	289287.936822	left	right	0	100	E	F	0	536.841296718
290824.778119	292324.778119	292374.778119	293224.778119	left	right	0	900	F	F	1	402.237248254
294627.015367	296127.015367	296177.015367	297027.015367	right	left	0	900	E	E	1	497.722364471
298524.737731	300024.737731	300074.737731	300124.737731	right	right	1	100	E	E	1	476.391494432
301601.129226	303101.129226	303151.129226	303201.129226	left	right	0	100	F	F	1	532.029828551
304733.159054	306233.159054	306283.159054	306333.159054	right	right	1	100	E	E	1	503.636564432
307836.795619	309336.795619	309386.795619	309436.795619	right	right	1	100	F	F	1	422.425237852
310859.220857	312359.220857	312409.220857	312459.220857	right	left	0	100	F	F	1	528.780141576
313988.000998	315488.000998	315538.000998	315588.000998	left	right	0	100	E	F	0	611.470976416
317199.471975	318699.471975	318749.471975	319599.471975	left	left	1	900	E	F	0	555.812661813
321155.284636	322655.284636	322705.284636	322755.284636	right	left	0	100	F	F	1	510.112905658
324265.397542	325765.397542	325815.397542	326665.397542	right	left	0	900	F	F	1	497.91551838
328163.31306	329663.31306	329713.31306	330563.31306	left	right	0	900	E	E	1	571.981579502
332135.29464	333635.29464	333685.29464	333735.29464	right	right	1	100	F	F	1	470.839193948
335206.133834	336706.133834	336756.133834	336806.133834	right	right	1	100	F	F	1	489.186172762
338295.320007	339795.320007	339845.320007	339895.320007	left	left	1	100	E	E	1	453.386166136
341348.706173	342848.706173	342898.706173	342948.706173	right	right	1	100	E	E	1	347.278917456
344295.98509	345795.98509	345845.98509	346695.98509	left	left	1	900	F	F	1	606.278350261
348302.263441	349802.263441	349852.263441	349902.263441	left	right	0	100	E	F	0	608.456347536
351510.719788	353010.719788	353060.719788	353110.719788	right	right	1	100	F	E	0	412.926338587
354523.646127	356023.646127	356073.646127	356123.646127	left	left	1	100	E	E	1	471.738446864
357595.384574	359095.384574	359145.384574	359995.384574	left	right	0	900	E	F	0	486.405859058
361481.790433	362981.790433	363031.790433	363081.790433	right	right	1	100	F	F	1	488.008201731
364569.798634	366069.798634	366119.798634	366169.798634	right	right	1	100	E	E	1	433.31149634
367603.110131	369103.110131	369153.110131	370003.110131	left	left	1	900	F	F	1	501.365389203
371504.47552	373004.47552	373054.47552	373104.47552	right	left	0	100	F	F	1	519.978745587
374624.454265	376124.454265	376174.454265	376224.454265	left	right	0	100	E	E	1	487.579330914
377712.033596	379212.033596	379262.033596	380112.033596	left	right	0	900	F	F	1	605.382678289
381717.416275	383217.416275	383267.416275	384117.416275	left	right	0	900	F	F	1	408.955644618
385526.371919	387026.371919	387076.371919	387926.371919	left	left	1	900	E	F	0	492.433157081
389418.805076	390918.805076	390968.805076	391818.805076	right	left	0	900	F	E	0	386.028513021
393204.833589	394704.833589	394754.833589	394804.833589	left	left	1	100	F	F	1	550.965230769
396355.79882	397855.79882	397905.79882	398755.79882	right	right	1	900	E	E	1	437.28242005
400193.08124	401693.08124	401743.08124	401793.08124	right	left	0	100	F	E	0	633.567295808
403426.648536	404926.648536	404976.648536	405826.648536	left	left	1	900	F	E	0	576.32126632
407402.969802	408902.969802	408952.969802	409802.969802	right	left	0	900	E	E	1	486.465901157
411289.435703	412789.435703	412839.435703	412889.435703	right	left	0	100	E	E	1	560.128486691
414449.56419	415949.56419	415999.56419	416849.56419	right	left	0	900	F	F	1	591.175784005
418440.739974	419940.739974	419990.739974	420040.739974	left	right	0	100	E	E	1	643.29742079
421684.037395	423184.037395	423234.037395	423284.037395	right	left	0	100	E	F	0	497.802808178
424781.840203	426281.840203	426331.840203	426381.840203	left	right	0	100	F	F	1	563.559905327
427945.400108	429445.400108	429495.400108	430345.400108	left	left	1	900	F	F	1	611.339811843
431956.73992	433456.73992	433506.73992	433556.73992	left	right	0	100	F	F	1	490.665225833
435047.405146	436547.405146	436597.405146	436647.405146	left	left	1	100	E	E	1	421.318488092
438068.723634	439568.723634	439618.723634	440468.723634	left	left	1	900	E	E	1	676.605978643
442145.329613	443645.329613	443695.329613	444545.329613	right	right	1	900	F	F	1	598.455029198
446143.784642	447643.784642	447693.784642	448543.784642	right	right	1	900	F	F	1	615.232169929
450159.016812	451659.016812	451709.016812	452559.016812	right	right	1	900	E	E	1	418.745098257
453977.76191	455477.76191	455527.76191	455577.76191	left	right	0	100	E	E	1	600.647386061
457178.409296	458678.409296	458728.409296	459578.409296	right	left	0	900	F	F	1	448.012077663
461026.421374	462526.421374	462576.421374	462626.421374	left	left	1	100	F	E	0	454.778717771
464081.200092	465581.200092	465631.200092	465681.200092	left	left	1	100	F	E	0	495.316249929
467176.516342	468676.516342	468726.516342	468776.516342	right	left	0	100	F	F	1	524.111408506
470300.62775	471800.62775	471850.62775	472700.62775	left	left	1	900	E	E	1	427.315970248
474127.94372	475627.94372	475677.94372	476527.94372	right	left	0	900	E	F	0	541.591670945
478069.535391	479569.535391	479619.535391	479669.535391	left	left	1	100	F	F	1	392.919410301
481062.454802	482562.454802	482612.454802	483462.454802	right	left	0	900	E	F	0	613.499506869
485075.954309	486575.954309	486625.954309	486675.954309	left	right	0	100	E	E	1	566.750421715
488242.70473	489742.70473	489792.70473	489842.70473	right	right	1	100	F	E	0	456.38138347
491299.086114	492799.086114	492849.086114	493699.086114	left	left	1	900	E	E	1	422.467213297
495121.553327	496621.553327	496671.553327	496721.553327	left	left	1	100	E	E	1	579.235383948
498300.788711	499800.788711	499850.788711	500700.788711	left	right	0	900	E	F	0	555.088229349
502255.87694	503755.87694	503805.87694	504655.87694	right	left	0	900	F	F	1	444.470881833
506100.347822	507600.347822	507650.347822	508500.347822	left	right	0	900	E	F	0	498.917273213
509999.265095	511499.265095	511549.265095	511599.265095	left	right	0	100	F	F	1	613.496879689
513212.761975	514712.761975	514762.761975	514812.761975	left	left	1	100	F	F	1	511.591070916
516324.353046	517824.353046	517874.353046	518724.353046	right	right	1	900	F	E	0	562.893187742
520287.246234	521787.246234	521837.246234	521887.246234	right	right	1	100	F	F	1	581.766077482
523469.012311	524969.012311	525019.012311	525869.012311	right	left	0	900	E	E	1	530.173784372
527399.186096	528899.186096	528949.186096	528999.186096	left	right	0	100	F	E	0	562.538011244
530561.724107	532061.724107	532111.724107	532961.724107	right	right	1	900	E	F	0	563.425821802
534525.149929	536025.149929	536075.149929	536125.149929	right	left	0	100	F	F	1	455.617844708
537580.767773	539080.767773	539130.767773	539980.767773	right	right	1	900	E	E	1	409.974304301
541390.742078	542890.742078	542940.742078	543790.742078	left	left	1	900	E	F	0	592.594165555
545383.336243	546883.336243	546933.336243	546983.336243	left	left	1	100	E	E	1	527.936057415
548511.272301	550011.272301	550061.272301	550911.272301	left	right	0	900	F	F	1	412.300146698
552323.572447	553823.572447	553873.572447	553923.572447	left	left	1	100	E	F	0	532.391362869
555455.96381	556955.96381	557005.96381	557855.96381	right	right	1	900	E	E	1	528.664978992
559384.628789	560884.628789	560934.628789	560984.628789	left	left	1	100	E	E	1	508.240211839
562492.869001	563992.869001	564042.869001	564892.869001	left	left	1	900	F	F	1	517.425571604
566410.294573	567910.294573	567960.294573	568010.294573	right	left	0	100	E	E	1	594.076864304
569604.371437	571104.371437	571154.371437	572004.371437	right	right	1	900	E	E	1	559.907560379
573564.278997	575064.278997	575114.278997	575164.278997	right	right	1	100	E	E	1	532.390269029
576696.669266	578196.669266	578246.669266	579096.669266	left	right	0	900	E	E	1	382.201940247
580478.871207	581978.871207	582028.871207	582078.871207	right	right	1	100	E	E	1	476.475067698
583555.346274	585055.346274	585105.346274	585955.346274	right	left	0	900	F	F	1	473.458565599
587428.80484	588928.80484	588978.80484	589028.80484	right	left	0	100	F	E	0	532.419091231
590561.223931	592061.223931	592111.223931	592961.223931	left	left	1	900	E	F	0	474.352142975
594435.576074	595935.576074	595985.576074	596035.576074	left	left	1	100	F	F	1	411.062019619
597446.638094	598946.638094	598996.638094	599046.638094	right	right	1	100	F	F	1	484.224082267
600530.862176	602030.862176	602080.862176	602130.862176	right	right	1	100	E	F	0	513.662457376
603644.524633	605144.524633	605194.524633	605244.524633	right	left	0	100	F	F	1	605.926026817
606850.45066	608350.45066	608400.45066	609250.45066	left	right	0	900	F	F	1	456.447471926
610706.898132	612206.898132	612256.898132	613106.898132	left	left	1	900	F	F	1	673.813306881
614780.711439	616280.711439	616330.711439	616380.711439	right	left	0	100	F	F	1	537.825373231
617918.536812	619418.536812	619468.536812	619518.536812	right	right	1	100	F	E	0	484.536491127
621003.073303	622503.073303	622553.073303	622603.073303	left	right	0	100	E	E	1	578.232401435
624181.305705	625681.305705	625731.305705	625781.305705	right	right	1	100	E	E	1	590.447309376
627371.753014	628871.753014	628921.753014	629771.753014	right	right	1	900	E	E	1	718.155351743
631489.908366	632989.908366	633039.908366	633889.908366	right	right	1	900	F	E	0	391.117623197
635281.025989	636781.025989	636831.025989	637681.025989	left	right	0	900	E	E	1	525.224566926
639206.250556	640706.250556	640756.250556	640806.250556	left	left	1	100	F	F	1	585.722022606
642391.972579	643891.972579	643941.972579	643991.972579	left	left	1	100	F	F	1	489.249629949
645481.222209	646981.222209	647031.222209	647881.222209	left	right	0	900	E	E	1	506.380369479
649387.602578	650887.602578	650937.602578	650987.602578	left	right	0	100	F	F	1	523.408310022
652511.010888	654011.010888	654061.010888	654111.010888	right	right	1	100	F	F	1	511.368644925
655622.379533	657122.379533	657172.379533	658022.379533	right	left	0	900	F	F	1	455.14044919
659477.519982	660977.519982	661027.519982	661077.519982	right	left	0	100	E	E	1	573.866836579
662651.386819	664151.386819	664201.386819	665051.386819	right	left	0	900	F	F	1	492.107450682
666543.494269	668043.494269	668093.494269	668143.494269	left	right	0	100	F	F	1	570.326085912
669713.820355	671213.820355	671263.820355	671313.820355	right	left	0	100	F	F	1	536.109589577
672849.929945	674349.929945	674399.929945	675249.929945	left	right	0	900	F	E	0	439.429798405
676689.359743	678189.359743	678239.359743	679089.359743	right	left	0	900	F	E	0	557.900645172
680647.260389	682147.260389	682197.260389	683047.260389	left	left	1	900	F	F	1	578.650963579
684625.911352	686125.911352	686175.911352	686225.911352	left	left	1	100	E	E	1	425.699940756
687651.611293	689151.611293	689201.611293	690051.611293	right	right	1	900	F	F	1	547.928032293
691599.539325	693099.539325	693149.539325	693199.539325	right	left	0	100	F	F	1	557.366916919
694756.906242	696256.906242	696306.906242	697156.906242	left	right	0	900	F	F	1	466.937375661
698623.843618	700123.843618	700173.843618	700223.843618	left	right	0	100	E	E	1	556.888613685
701780.732231	703280.732231	703330.732231	703380.732231	left	right	0	100	F	F	1	576.457430761
704957.189662	706457.189662	706507.189662	707357.189662	left	right	0	900	E	E	1	359.636331428
708716.825994	710216.825994	710266.825994	710316.825994	left	left	1	100	E	E	1	485.444490758
711802.270484	713302.270484	713352.270484	714202.270484	left	left	1	900	E	E	1	526.406497238
715728.676982	717228.676982	717278.676982	718128.676982	left	left	1	900	E	E	1	524.205656328
719652.882638	721152.882638	721202.882638	721252.882638	right	right	1	100	F	F	1	507.024648852
722759.907287	724259.907287	724309.907287	725159.907287	left	right	0	900	F	E	0	428.679268157
726588.586555	728088.586555	728138.586555	728988.586555	right	right	1	900	E	F	0	240.292768226
730228.879323	731728.879323	731778.879323	732628.879323	left	right	0	900	F	F	1	463.412917551
734092.292241	735592.292241	735642.292241	735692.292241	left	right	0	100	E	E	1	530.943306756
737223.235547	738723.235547	738773.235547	738823.235547	left	left	1	100	E	E	1	532.108505137
740355.344053	741855.344053	741905.344053	741955.344053	left	right	0	100	F	E	0	573.7655158
743529.109568	745029.109568	745079.109568	745129.109568	left	right	0	100	F	E	0	550.197249334
746679.306818	748179.306818	748229.306818	748279.306818	left	left	1	100	E	F	0	473.264079719
749752.570897	751252.570897	751302.570897	751352.570897	right	right	1	100	F	F	1	453.925272436
752806.49617	754306.49617	754356.49617	755206.49617	right	left	0	900	E	F	0	536.129535435
756742.625705	758242.625705	758292.625705	759142.625705	right	right	1	900	E	E	1	351.575162167
760494.200867	761994.200867	762044.200867	762094.200867	right	left	0	100	F	F	1	515.548876804
763609.749744	765109.749744	765159.749744	765209.749744	right	left	0	100	E	E	1	573.718901688
766783.468646	768283.468646	768333.468646	768383.468646	left	right	0	100	E	E	1	443.398510523
769826.867156	771326.867156	771376.867156	771426.867156	left	right	0	100	E	E	1	488.475041248
772915.342198	774415.342198	774465.342198	774515.342198	right	left	0	100	F	F	1	489.342223879
776004.684422	777504.684422	777554.684422	778404.684422	right	left	0	900	F	E	0	553.559187686
779958.243609	781458.243609	781508.243609	782358.243609	left	left	1	900	F	F	1	561.123725738
783919.367335	785419.367335	785469.367335	785519.367335	right	left	0	100	F	F	1	566.519022718
787085.886358	788585.886358	788635.886358	788685.886358	left	left	1	100	F	F	1	492.60112424
790178.487482	791678.487482	791728.487482	792578.487482	right	right	1	900	F	F	1	469.478615108
794047.966097	795547.966097	795597.966097	796447.966097	left	right	0	900	E	E	1	396.061931213
797844.028028	799344.028028	799394.028028	799444.028028	right	left	0	100	E	E	1	452.037456494
800896.065485	802396.065485	802446.065485	803296.065485	right	right	1	900	E	E	1	551.366980646
804847.432465	806347.432465	806397.432465	806447.432465	right	left	0	100	E	F	0	573.044477733
808020.476943	809520.476943	809570.476943	809620.476943	right	right	1	100	F	F	1	425.646228212
811046.123171	812546.123171	812596.123171	812646.123171	right	left	0	100	E	E	1	593.863221847
814239.986393	815739.986393	815789.986393	815839.986393	left	right	0	100	F	F	1	601.283682041
817441.270075	818941.270075	818991.270075	819841.270075	right	left	0	900	F	F	1	534.8749257
821376.145001	822876.145001	822926.145001	823776.145001	right	right	1	900	F	F	1	511.99656678
825288.141568	826788.141568	826838.141568	826888.141568	left	right	0	100	E	F	0	527.317324298
828415.458892	829915.458892	829965.458892	830815.458892	left	right	0	900	E	F	0	421.238393226
832236.697285	833736.697285	833786.697285	833836.697285	left	left	1	100	F	F	1	454.672720943
835291.370006	836791.370006	836841.370006	836891.370006	left	left	1	100	E	F	0	506.144047685
838397.514054	839897.514054	839947.514054	839997.514054	right	left	0	100	E	E	1	595.922406467
841593.43646	843093.43646	843143.43646	843193.43646	left	right	0	100	E	F	0	498.670225469
844692.106686	846192.106686	846242.106686	846292.106686	right	left	0	100	E	E	1	482.784031818
847774.890718	849274.890718	849324.890718	850174.890718	right	left	0	900	E	E	1	496.760827215
851671.651545	853171.651545	853221.651545	853271.651545	right	left	0	100	E	F	0	503.114451972
854774.765997	856274.765997	856324.765997	857174.765997	left	right	0	900	F	F	1	598.044145091
858772.810142	860272.810142	860322.810142	860372.810142	left	left	1	100	E	F	0	441.120718822
861813.930861	863313.930861	863363.930861	863413.930861	right	right	1	100	F	F	1	436.659729223
864850.59059	866350.59059	866400.59059	867250.59059	left	left	1	900	F	F	1	531.330784212
868781.921374	870281.921374	870331.921374	870381.921374	right	left	0	100	E	E	1	486.526384533
871868.447759	873368.447759	873418.447759	873468.447759	left	left	1	100	F	F	1	502.057450604
874970.505209	876470.505209	876520.505209	877370.505209	right	left	0	900	E	E	1	526.251280175
878896.75649	880396.75649	880446.75649	880496.75649	left	left	1	100	F	F	1	525.146134472
882021.902624	883521.902624	883571.902624	884421.902624	left	left	1	900	F	F	1	580.102037433
886002.004661	887502.004661	887552.004661	887602.004661	left	left	1	100	F	F	1	501.417221262
889103.421883	890603.421883	890653.421883	891503.421883	left	right	0	900	F	F	1	465.397000965
892968.818884	894468.818884	894518.818884	894568.818884	left	right	0	100	E	F	0	579.726910664
896148.545794	897648.545794	897698.545794	897748.545794	right	left	0	100	F	E	0	537.826760395
899286.372555	900786.372555	900836.372555	901686.372555	right	right	1	900	E	E	1	673.612088682
903359.984643	904859.984643	904909.984643	904959.984643	left	right	0	100	E	F	0	461.851379811
906421.836023	907921.836023	907971.836023	908021.836023	left	left	1	100	E	E	1	479.208909616
909501.044933	911001.044933	911051.044933	911901.044933	left	left	1	900	F	E	0	437.907059567
913338.951992	914838.951992	914888.951992	915738.951992	right	left	0	900	F	F	1	576.456106212
917315.408099	918815.408099	918865.408099	919715.408099	left	left	1	900	F	F	1	610.324126552
921325.732225	922825.732225	922875.732225	923725.732225	left	right	0	900	E	F	0	392.99975612
925118.731981	926618.731981	926668.731981	926718.731981	right	left	0	100	F	F	1	598.141431904
928316.873413	929816.873413	929866.873413	929916.873413	right	right	1	100	F	F	1	406.828103262
931323.701516	932823.701516	932873.701516	933723.701516	right	left	0	900	E	E	1	388.269459817
935111.970976	936611.970976	936661.970976	937511.970976	right	left	0	900	F	F	1	478.606220927
938990.577197	940490.577197	940540.577197	941390.577197	right	left	0	900	F	E	0	293.469128713
942684.046326	944184.046326	944234.046326	945084.046326	right	left	0	900	E	E	1	641.366046511
946725.412372	948225.412372	948275.412372	949125.412372	left	left	1	900	E	E	1	498.01179324
950623.424166	952123.424166	952173.424166	953023.424166	left	left	1	900	E	E	1	483.272848466
954506.697014	956006.697014	956056.697014	956106.697014	left	left	1	100	E	E	1	462.43446105
957569.131475	959069.131475	959119.131475	959169.131475	left	right	0	100	E	E	1	571.598983042
960740.730458	962240.730458	962290.730458	963140.730458	right	left	0	900	E	E	1	482.94247516
964623.672933	966123.672933	966173.672933	967023.672933	left	left	1	900	F	F	1	484.228722406
968507.901656	970007.901656	970057.901656	970907.901656	right	right	1	900	E	F	0	533.419865931
972441.321522	973941.321522	973991.321522	974041.321522	right	right	1	100	F	F	1	440.382512556
975481.704034	976981.704034	977031.704034	977081.704034	right	left	0	100	F	F	1	499.835090572
978581.539125	980081.539125	980131.539125	980981.539125	right	left	0	900	E	F	0	597.346215122
982578.88534	984078.88534	984128.88534	984178.88534	right	left	0	100	F	F	1	435.256283311
985614.141623	987114.141623	987164.141623	988014.141623	left	right	0	900	F	F	1	442.520785109
989456.662408	990956.662408	991006.662408	991056.662408	right	left	0	100	E	E	1	580.901299003
992637.563707	994137.563707	994187.563707	995037.563707	left	right	0	900	E	E	1	507.187281573
996544.750989	998044.750989	998094.750989	998144.750989	left	right	0	100	E	F	0	563.007053071
999707.758042	1001207.75804	1001257.75804	1001307.75804	right	left	0	100	E	E	1	491.110039644
1002798.86808	1004298.86808	1004348.86808	1005198.86808	left	left	1	900	E	E	1	433.402988061
1006632.27107	1008132.27107	1008182.27107	1009032.27107	left	right	0	900	E	E	1	411.260402207
1010443.53147	1011943.53147	1011993.53147	1012843.53147	right	right	1	900	F	E	0	542.316199607
1014385.84767	1015885.84767	1015935.84767	1015985.84767	left	right	0	100	F	F	1	471.129380953
1017456.97705	1018956.97705	1019006.97705	1019056.97705	right	left	0	100	E	E	1	475.422783006
1020532.39984	1022032.39984	1022082.39984	1022132.39984	right	right	1	100	E	E	1	480.605737187
1023613.00557	1025113.00557	1025163.00557	1026013.00557	left	right	0	900	F	F	1	537.413886162
1027550.41946	1029050.41946	1029100.41946	1029950.41946	right	right	1	900	E	E	1	554.303641944
1031504.7231	1033004.7231	1033054.7231	1033904.7231	left	left	1	900	E	E	1	560.947686642
1035465.67079	1036965.67079	1037015.67079	1037865.67079	right	left	0	900	E	E	1	393.837952711
1039259.50874	1040759.50874	1040809.50874	1041659.50874	left	right	0	900	F	F	1	415.585731483
1043075.09447	1044575.09447	1044625.09447	1044675.09447	right	right	1	100	E	E	1	530.428678829
1046205.52315	1047705.52315	1047755.52315	1048605.52315	left	right	0	900	E	E	1	541.483013954
1050147.00616	1051647.00616	1051697.00616	1052547.00616	left	right	0	900	F	F	1	494.028406527
1054041.03457	1055541.03457	1055591.03457	1056441.03457	right	right	1	900	F	F	1	566.404658246
1058007.43923	1059507.43923	1059557.43923	1060407.43923	right	right	1	900	E	F	0	598.406363003
1062005.84559	1063505.84559	1063555.84559	1063605.84559	left	right	0	100	E	E	1	533.105264872
1065138.95086	1066638.95086	1066688.95086	1066738.95086	left	right	0	100	F	F	1	568.00085584
1068306.95171	1069806.95171	1069856.95171	1069906.95171	right	left	0	100	F	F	1	572.286643089
1071479.23836	1072979.23836	1073029.23836	1073879.23836	left	left	1	900	F	F	1	597.255502088
1075476.49386	1076976.49386	1077026.49386	1077076.49386	left	left	1	100	F	F	1	595.731603557
1078672.22546	1080172.22546	1080222.22546	1081072.22546	left	right	0	900	F	F	1	584.090015002
1082656.31548	1084156.31548	1084206.31548	1085056.31548	right	left	0	900	E	F	0	364.273200156
1086420.58868	1087920.58868	1087970.58868	1088820.58868	left	right	0	900	F	F	1	514.178324046
1090334.767	1091834.767	1091884.767	1092734.767	left	right	0	900	E	E	1	426.270040098
