fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
237550.000498	239050.000498	239100.000498	239150.000498	right	right	1	100	E	E	1	607.772563781
240757.773062	242257.773062	242307.773062	242357.773062	left	left	1	100	F	F	1	492.291989643
243850.065052	245350.065052	245400.065052	245450.065052	left	left	1	100	E	E	1	563.982051959
247014.047104	248514.047104	248564.047104	248614.047104	right	right	1	100	E	E	1	498.843771319
250112.890875	251612.890875	251662.890875	252512.890875	left	right	0	900	E	E	1	605.85058704
254118.741462	255618.741462	255668.741462	255718.741462	right	right	1	100	F	E	0	454.571226386
257173.312688	258673.312688	258723.312688	258773.312688	right	left	0	100	E	E	1	628.415925876
260401.728614	261901.728614	261951.728614	262801.728614	left	left	1	900	E	E	1	564.859129603
264366.587744	265866.587744	265916.587744	266766.587744	left	right	0	900	E	E	1	591.512218572
268358.099962	269858.099962	269908.099962	269958.099962	left	left	1	100	E	E	1	508.128778473
271466.228741	272966.228741	273016.228741	273066.228741	left	left	1	100	E	E	1	569.146329834
274635.375071	276135.375071	276185.375071	276235.375071	right	right	1	100	F	F	1	555.900808599
277791.275879	279291.275879	279341.275879	280191.275879	right	right	1	900	F	F	1	653.843800987
281845.11968	283345.11968	283395.11968	283445.11968	left	left	1	100	E	E	1	626.031288314
285071.150969	286571.150969	286621.150969	287471.150969	left	left	1	900	F	E	0	576.125379846
289047.276348	290547.276348	290597.276348	290647.276348	right	left	0	100	E	E	1	676.870079921
292324.146428	293824.146428	293874.146428	293924.146428	left	right	0	100	E	F	0	616.630638118
295540.777067	297040.777067	297090.777067	297940.777067	left	left	1	900	E	E	1	649.447786924
299590.224853	301090.224853	301140.224853	301990.224853	right	right	1	900	F	E	0	596.355555044
303586.580408	305086.580408	305136.580408	305986.580408	left	left	1	900	E	F	0	567.643375835
307554.223784	309054.223784	309104.223784	309954.223784	left	left	1	900	F	F	1	517.590447145
311471.814231	312971.814231	313021.814231	313071.814231	left	left	1	100	F	F	1	662.98845708
314734.802689	316234.802689	316284.802689	316334.802689	right	left	0	100	F	E	0	594.699947698
317929.502636	319429.502636	319479.502636	319529.502636	left	right	0	100	F	F	1	555.568272528
321085.070909	322585.070909	322635.070909	323485.070909	left	left	1	900	F	F	1	578.226276683
325063.297185	326563.297185	326613.297185	326663.297185	right	left	0	100	E	F	0	594.769001036
328258.066186	329758.066186	329808.066186	330658.066186	left	right	0	900	E	E	1	509.258843075
332167.32503	333667.32503	333717.32503	333767.32503	left	right	0	100	E	E	1	523.313165637
335290.638195	336790.638195	336840.638195	337690.638195	left	left	1	900	F	F	1	571.567101829
339262.205297	340762.205297	340812.205297	341662.205297	right	left	0	900	E	E	1	536.747096264
343198.952393	344698.952393	344748.952393	345598.952393	right	right	1	900	F	F	1	542.735329729
347141.687723	348641.687723	348691.687723	348741.687723	left	left	1	100	F	F	1	546.414799451
350288.102522	351788.102522	351838.102522	352688.102522	left	right	0	900	E	F	0	584.208162767
354272.310685	355772.310685	355822.310685	356672.310685	left	right	0	900	F	E	0	542.319598214
358214.630283	359714.630283	359764.630283	360614.630283	left	right	0	900	F	F	1	475.99719747
362090.627481	363590.627481	363640.627481	363690.627481	left	right	0	100	F	F	1	675.346237051
365365.973718	366865.973718	366915.973718	367765.973718	right	right	1	900	E	E	1	532.064181863
369298.0379	370798.0379	370848.0379	370898.0379	left	right	0	100	E	E	1	586.325928472
372484.363828	373984.363828	374034.363828	374084.363828	left	left	1	100	E	E	1	643.686890315
375728.050719	377228.050719	377278.050719	377328.050719	left	right	0	100	E	E	1	591.43778213
378919.488501	380419.488501	380469.488501	380519.488501	left	right	0	100	E	F	0	543.111016247
382062.599517	383562.599517	383612.599517	384462.599517	left	left	1	900	F	F	1	629.678696202
386092.278213	387592.278213	387642.278213	387692.278213	right	right	1	100	E	E	1	524.158013526
389216.436227	390716.436227	390766.436227	390816.436227	right	right	1	100	F	F	1	594.070927799
392410.507155	393910.507155	393960.507155	394810.507155	right	left	0	900	E	E	1	588.044462827
396398.551617	397898.551617	397948.551617	397998.551617	right	left	0	100	E	F	0	568.856692586
399567.40831	401067.40831	401117.40831	401167.40831	right	left	0	100	E	E	1	664.599963748
402832.008274	404332.008274	404382.008274	405232.008274	right	right	1	900	F	F	1	529.497301749
406761.505575	408261.505575	408311.505575	408361.505575	left	left	1	100	F	F	1	537.604287475
409899.109863	411399.109863	411449.109863	412299.109863	right	right	1	900	E	E	1	626.267497281
413925.37736	415425.37736	415475.37736	415525.37736	right	right	1	100	F	F	1	520.080864467
417045.458225	418545.458225	418595.458225	419445.458225	left	left	1	900	E	E	1	567.971694418
421013.429919	422513.429919	422563.429919	422613.429919	right	left	0	100	E	E	1	576.393946023
424189.823865	425689.823865	425739.823865	426589.823865	right	left	0	900	E	E	1	573.704254698
428163.52812	429663.52812	429713.52812	430563.52812	left	left	1	900	F	F	1	588.564505424
432152.092625	433652.092625	433702.092625	433752.092625	right	left	0	100	E	E	1	697.4358801
435449.528505	436949.528505	436999.528505	437049.528505	right	right	1	100	F	E	0	496.953367908
438546.481873	440046.481873	440096.481873	440146.481873	right	right	1	100	E	E	1	568.59883843
441715.080712	443215.080712	443265.080712	443315.080712	right	right	1	100	E	E	1	574.337059908
444889.417772	446389.417772	446439.417772	446489.417772	right	right	1	100	E	E	1	553.343435347
448042.761207	449542.761207	449592.761207	449642.761207	right	right	1	100	F	F	1	640.111884475
451282.873091	452782.873091	452832.873091	452882.873091	right	right	1	100	E	E	1	492.721728532
454375.59482	455875.59482	455925.59482	456775.59482	left	left	1	900	F	F	1	689.153213251
458464.748033	459964.748033	460014.748033	460864.748033	right	left	0	900	F	F	1	588.667494068
462453.415527	463953.415527	464003.415527	464853.415527	left	left	1	900	F	F	1	602.578691658
466455.994219	467955.994219	468005.994219	468855.994219	right	left	0	900	E	E	1	608.381091971
470464.375311	471964.375311	472014.375311	472864.375311	right	right	1	900	E	E	1	529.790134855
474394.165446	475894.165446	475944.165446	476794.165446	left	right	0	900	F	F	1	568.823416723
478362.988862	479862.988862	479912.988862	480762.988862	left	right	0	900	E	E	1	605.198240842
482368.187103	483868.187103	483918.187103	484768.187103	left	right	0	900	F	F	1	604.602563112
486372.789666	487872.789666	487922.789666	487972.789666	right	left	0	100	F	E	0	608.170401179
489580.960068	491080.960068	491130.960068	491180.960068	left	left	1	100	E	E	1	638.099266739
492819.059334	494319.059334	494369.059334	495219.059334	left	left	1	900	E	E	1	701.648635886
496920.70797	498420.70797	498470.70797	499320.70797	right	right	1	900	E	E	1	630.360223011
500951.068193	502451.068193	502501.068193	503351.068193	right	right	1	900	F	F	1	608.677826838
504959.74602	506459.74602	506509.74602	506559.74602	right	left	0	100	E	E	1	698.736579067
508258.482599	509758.482599	509808.482599	510658.482599	left	right	0	900	F	E	0	504.443613992
512162.926213	513662.926213	513712.926213	514562.926213	right	right	1	900	E	E	1	590.602046551
516153.52826	517653.52826	517703.52826	517753.52826	right	right	1	100	F	F	1	494.79703745
519248.325297	520748.325297	520798.325297	520848.325297	right	left	0	100	F	F	1	571.993243903
522420.318541	523920.318541	523970.318541	524020.318541	left	left	1	100	E	E	1	544.014870681
525564.333412	527064.333412	527114.333412	527164.333412	left	left	1	100	E	E	1	481.792885784
528646.126297	530146.126297	530196.126297	531046.126297	left	right	0	900	E	F	0	665.012342329
532711.13864	534211.13864	534261.13864	534311.13864	left	right	0	100	F	F	1	702.853039326
536013.991679	537513.991679	537563.991679	537613.991679	right	right	1	100	F	F	1	585.214534956
539199.206214	540699.206214	540749.206214	540799.206214	left	left	1	100	F	F	1	560.092937908
542359.299152	543859.299152	543909.299152	543959.299152	right	left	0	100	E	F	0	623.575805173
545582.874957	547082.874957	547132.874957	547982.874957	left	left	1	900	E	E	1	483.960311052
549466.835268	550966.835268	551016.835268	551866.835268	left	right	0	900	E	E	1	554.360315634
553421.195584	554921.195584	554971.195584	555021.195584	left	right	0	100	E	E	1	606.352745683
556627.54833	558127.54833	558177.54833	558227.54833	left	left	1	100	E	E	1	596.863986742
559824.412316	561324.412316	561374.412316	561424.412316	left	left	1	100	F	F	1	576.357525641
563000.769842	564500.769842	564550.769842	564600.769842	left	left	1	100	F	F	1	501.776295055
566102.546137	567602.546137	567652.546137	568502.546137	left	right	0	900	F	F	1	569.346484265
570071.892621	571571.892621	571621.892621	572471.892621	left	left	1	900	E	E	1	640.601731652
574112.494353	575612.494353	575662.494353	575712.494353	right	right	1	100	F	F	1	572.047296982
577284.54165	578784.54165	578834.54165	579684.54165	left	right	0	900	F	F	1	595.585866107
581280.127516	582780.127516	582830.127516	582880.127516	right	left	0	100	F	F	1	553.648481302
584433.775997	585933.775997	585983.775997	586833.775997	right	left	0	900	F	E	0	471.238759033
588305.014756	589805.014756	589855.014756	589905.014756	right	right	1	100	E	E	1	546.646995063
591451.661751	592951.661751	593001.661751	593051.661751	left	left	1	100	E	E	1	532.722392546
594584.384144	596084.384144	596134.384144	596184.384144	right	left	0	100	F	F	1	617.556891475
597801.941035	599301.941035	599351.941035	599401.941035	right	right	1	100	E	E	1	556.753079767
600958.694115	602458.694115	602508.694115	602558.694115	right	right	1	100	F	F	1	527.330052435
604086.024168	605586.024168	605636.024168	606486.024168	left	left	1	900	E	F	0	561.180241133
608047.204409	609547.204409	609597.204409	610447.204409	right	left	0	900	F	F	1	672.460632189
612119.665041	613619.665041	613669.665041	613719.665041	right	right	1	100	E	E	1	609.280077652
615328.945119	616828.945119	616878.945119	617728.945119	right	left	0	900	E	E	1	553.034931988
619281.980051	620781.980051	620831.980051	621681.980051	right	left	0	900	F	F	1	541.511088214
623223.491139	624723.491139	624773.491139	624823.491139	right	left	0	100	E	E	1	641.706026504
626465.197165	627965.197165	628015.197165	628865.197165	left	left	1	900	E	E	1	585.649730245
630450.846896	631950.846896	632000.846896	632050.846896	right	right	1	100	F	F	1	497.388863508
633548.235759	635048.235759	635098.235759	635948.235759	right	right	1	900	F	F	1	619.845658669
637568.081418	639068.081418	639118.081418	639968.081418	right	left	0	900	F	F	1	545.12489489
641513.206313	643013.206313	643063.206313	643113.206313	left	left	1	100	F	F	1	564.402790451
644677.609103	646177.609103	646227.609103	646277.609103	right	left	0	100	E	E	1	574.413770017
647852.022873	649352.022873	649402.022873	650252.022873	left	left	1	900	E	E	1	511.379569054
651763.402442	653263.402442	653313.402442	653363.402442	left	right	0	100	F	F	1	628.054067633
654991.45651	656491.45651	656541.45651	656591.45651	left	left	1	100	E	E	1	545.283071541
658136.739581	659636.739581	659686.739581	659736.739581	right	left	0	100	E	E	1	645.186519162
661381.9261	662881.9261	662931.9261	663781.9261	right	right	1	900	F	F	1	517.400228253
665299.326329	666799.326329	666849.326329	666899.326329	left	right	0	100	F	F	1	622.81440131
668522.14073	670022.14073	670072.14073	670122.14073	right	left	0	100	F	F	1	616.658058965
671738.798789	673238.798789	673288.798789	674138.798789	right	right	1	900	F	F	1	566.98456868
675705.783358	677205.783358	677255.783358	677305.783358	right	left	0	100	E	E	1	538.207509136
678843.990867	680343.990867	680393.990867	680443.990867	left	right	0	100	E	E	1	626.906696465
682070.897563	683570.897563	683620.897563	683670.897563	left	left	1	100	E	E	1	591.093538134
685261.991101	686761.991101	686811.991101	686861.991101	right	left	0	100	F	F	1	506.284346996
688368.275448	689868.275448	689918.275448	689968.275448	right	left	0	100	F	F	1	612.434466298
691580.709915	693080.709915	693130.709915	693980.709915	right	left	0	900	F	F	1	548.859336091
695529.569251	697029.569251	697079.569251	697129.569251	left	left	1	100	F	F	1	498.755096871
698628.324348	700128.324348	700178.324348	700228.324348	right	right	1	100	E	E	1	484.622259066
701712.946607	703212.946607	703262.946607	704112.946607	left	right	0	900	F	F	1	514.263893844
705627.210501	707127.210501	707177.210501	708027.210501	right	right	1	900	E	E	1	510.198861896
709537.409362	711037.409362	711087.409362	711137.409362	right	left	0	100	E	E	1	655.207306508
712792.616669	714292.616669	714342.616669	714392.616669	left	left	1	100	F	F	1	554.484917595
715947.101587	717447.101587	717497.101587	718347.101587	right	left	0	900	F	F	1	543.123801124
719890.225388	721390.225388	721440.225388	722290.225388	left	right	0	900	F	F	1	538.371964533
723828.597352	725328.597352	725378.597352	725428.597352	right	right	1	100	F	F	1	596.755435253
727025.352787	728525.352787	728575.352787	728625.352787	right	left	0	100	F	F	1	556.882400027
730182.235187	731682.235187	731732.235187	732582.235187	right	left	0	900	E	E	1	482.950954725
734065.186142	735565.186142	735615.186142	736465.186142	left	right	0	900	E	E	1	528.006369883
737993.192512	739493.192512	739543.192512	740393.192512	left	right	0	900	E	E	1	484.69970045
741877.892213	743377.892213	743427.892213	743477.892213	left	right	0	100	F	E	0	653.357919575
745131.250132	746631.250132	746681.250132	746731.250132	left	left	1	100	F	F	1	495.658704988
748226.908837	749726.908837	749776.908837	749826.908837	left	right	0	100	E	E	1	657.13467254
751484.04351	752984.04351	753034.04351	753884.04351	left	left	1	900	E	E	1	661.40513944
755545.448649	757045.448649	757095.448649	757945.448649	right	left	0	900	E	E	1	435.698701943
759381.147351	760881.147351	760931.147351	761781.147351	right	left	0	900	F	F	1	581.802470613
763362.949822	764862.949822	764912.949822	764962.949822	left	left	1	100	E	E	1	570.355395413
766533.305217	768033.305217	768083.305217	768133.305217	left	right	0	100	F	F	1	612.927107429
769746.232324	771246.232324	771296.232324	772146.232324	right	right	1	900	E	E	1	526.770750712
773673.003075	775173.003075	775223.003075	775273.003075	right	left	0	100	E	E	1	611.105695533
776884.108771	778384.108771	778434.108771	778484.108771	left	left	1	100	F	F	1	469.116854403
779953.225625	781453.225625	781503.225625	782353.225625	left	right	0	900	F	F	1	603.501781216
783956.727406	785456.727406	785506.727406	786356.727406	right	left	0	900	F	F	1	623.497561638
787980.224968	789480.224968	789530.224968	790380.224968	left	right	0	900	F	E	0	560.37342109
791940.598389	793440.598389	793490.598389	793540.598389	left	right	0	100	F	F	1	691.303787144
795231.902176	796731.902176	796781.902176	797631.902176	right	right	1	900	E	E	1	605.653453665
799237.55563	800737.55563	800787.55563	801637.55563	left	right	0	900	E	E	1	440.979556166
803078.535186	804578.535186	804628.535186	804678.535186	left	right	0	100	F	F	1	675.251183939
806353.78637	807853.78637	807903.78637	808753.78637	right	right	1	900	E	E	1	678.40572765
810432.192098	811932.192098	811982.192098	812032.192098	right	right	1	100	E	F	0	571.865436438
813604.057534	815104.057534	815154.057534	815204.057534	left	right	0	100	E	E	1	720.750083437
816924.807618	818424.807618	818474.807618	819324.807618	right	left	0	900	F	F	1	616.382934648
820941.190552	822441.190552	822491.190552	822541.190552	left	left	1	100	F	F	1	512.006754107
824053.197306	825553.197306	825603.197306	825653.197306	left	right	0	100	E	E	1	595.162346249
827248.359653	828748.359653	828798.359653	829648.359653	right	left	0	900	F	F	1	444.087975252
831092.447628	832592.447628	832642.447628	832692.447628	right	left	0	100	F	F	1	546.702849307
834239.150477	835739.150477	835789.150477	836639.150477	left	right	0	900	E	E	1	403.003170914
838042.153648	839542.153648	839592.153648	840442.153648	right	right	1	900	F	F	1	521.427770995
841963.581419	843463.581419	843513.581419	844363.581419	left	right	0	900	E	E	1	593.954610136
845957.536029	847457.536029	847507.536029	847557.536029	right	left	0	100	F	F	1	620.409797587
849177.945827	850677.945827	850727.945827	851577.945827	right	right	1	900	E	E	1	528.587736166
853106.533563	854606.533563	854656.533563	855506.533563	right	right	1	900	E	E	1	673.84072742
857180.37429	858680.37429	858730.37429	859580.37429	right	right	1	900	F	F	1	609.720015966
861190.094306	862690.094306	862740.094306	863590.094306	left	right	0	900	F	F	1	583.049708636
865173.144015	866673.144015	866723.144015	867573.144015	right	left	0	900	E	E	1	604.704174019
869177.848189	870677.848189	870727.848189	871577.848189	left	left	1	900	F	F	1	560.400141572
873138.24833	874638.24833	874688.24833	874738.24833	left	right	0	100	F	F	1	673.980739735
876412.22907	877912.22907	877962.22907	878012.22907	left	right	0	100	F	F	1	468.319753361
879480.548824	880980.548824	881030.548824	881880.548824	right	left	0	900	F	F	1	520.738569932
883401.287394	884901.287394	884951.287394	885801.287394	right	right	1	900	E	E	1	649.138684284
887450.426078	888950.426078	889000.426078	889850.426078	right	right	1	900	E	E	1	465.409242283
891315.83532	892815.83532	892865.83532	893715.83532	left	left	1	900	E	E	1	548.461545819
895264.296866	896764.296866	896814.296866	897664.296866	left	right	0	900	F	F	1	597.892323803
899262.18919	900762.18919	900812.18919	900862.18919	right	left	0	100	F	F	1	593.719020425
902455.90821	903955.90821	904005.90821	904855.90821	right	right	1	900	E	E	1	608.002579601
906463.91079	907963.91079	908013.91079	908063.91079	left	left	1	100	F	F	1	557.491622042
909621.402412	911121.402412	911171.402412	912021.402412	right	right	1	900	E	E	1	702.881960717
913724.284372	915224.284372	915274.284372	915324.284372	left	right	0	100	F	F	1	565.328251829
916889.612624	918389.612624	918439.612624	918489.612624	right	right	1	100	F	F	1	577.515130817
920067.127755	921567.127755	921617.127755	922467.127755	right	right	1	900	F	E	0	582.519694281
924049.647449	925549.647449	925599.647449	926449.647449	left	right	0	900	F	F	1	609.48453597
928059.131985	929559.131985	929609.131985	929659.131985	left	right	0	100	E	E	1	622.318948515
931281.450934	932781.450934	932831.450934	933681.450934	left	right	0	900	E	F	0	615.981306524
935297.43224	936797.43224	936847.43224	936897.43224	left	left	1	100	F	F	1	447.630364193
938345.062605	939845.062605	939895.062605	939945.062605	left	right	0	100	E	E	1	626.206293295
941571.268898	943071.268898	943121.268898	943971.268898	right	left	0	900	E	E	1	479.385129362
945450.654027	946950.654027	947000.654027	947850.654027	left	left	1	900	E	E	1	696.02503358
949546.679061	951046.679061	951096.679061	951946.679061	left	right	0	900	F	F	1	652.695030275
953599.374091	955099.374091	955149.374091	955999.374091	right	right	1	900	E	E	1	759.901339934
957759.275431	959259.275431	959309.275431	959359.275431	left	left	1	100	F	F	1	626.041303363
960985.316734	962485.316734	962535.316734	963385.316734	left	right	0	900	E	E	1	515.116361842
964900.433096	966400.433096	966450.433096	967300.433096	left	left	1	900	F	F	1	482.86508396
968783.29818	970283.29818	970333.29818	970383.29818	right	right	1	100	F	F	1	628.144825994
972011.443006	973511.443006	973561.443006	973611.443006	right	left	0	100	E	E	1	596.68572057
975208.128727	976708.128727	976758.128727	977608.128727	right	right	1	900	F	F	1	534.083322381
979142.212049	980642.212049	980692.212049	981542.212049	left	left	1	900	F	F	1	619.86624523
983162.078294	984662.078294	984712.078294	985562.078294	left	left	1	900	E	E	1	578.719202696
987140.797497	988640.797497	988690.797497	989540.797497	right	right	1	900	F	F	1	644.577529904
991185.375027	992685.375027	992735.375027	993585.375027	left	right	0	900	F	F	1	516.889866202
995102.264893	996602.264893	996652.264893	997502.264893	left	right	0	900	E	E	1	531.991740667
999034.256634	1000534.25663	1000584.25663	1001434.25663	left	left	1	900	F	F	1	582.153424317
1003016.41006	1004516.41006	1004566.41006	1005416.41006	left	left	1	900	F	F	1	628.653515512
1007045.06357	1008545.06357	1008595.06357	1009445.06357	left	left	1	900	E	E	1	553.197317173
1010998.26089	1012498.26089	1012548.26089	1012598.26089	right	left	0	100	E	E	1	550.39561293
1014148.6565	1015648.6565	1015698.6565	1015748.6565	right	left	0	100	F	E	0	539.362470446
1017288.01897	1018788.01897	1018838.01897	1019688.01897	right	right	1	900	E	E	1	683.680603025
1021371.69958	1022871.69958	1022921.69958	1023771.69958	left	right	0	900	F	F	1	624.494653184
1025396.19423	1026896.19423	1026946.19423	1026996.19423	right	right	1	100	F	F	1	590.019708887
1028586.21394	1030086.21394	1030136.21394	1030986.21394	right	left	0	900	E	E	1	503.017579356
1032489.23152	1033989.23152	1034039.23152	1034089.23152	left	right	0	100	E	E	1	623.158752914
1035712.39027	1037212.39027	1037262.39027	1037312.39027	left	left	1	100	E	F	0	607.969462993
1038920.35973	1040420.35973	1040470.35973	1041320.35973	right	left	0	900	F	E	0	598.536300158
1042918.89603	1044418.89603	1044468.89603	1044518.89603	right	left	0	100	F	F	1	612.810061178
1046131.7061	1047631.7061	1047681.7061	1047731.7061	left	left	1	100	F	F	1	563.078689902
1049294.78479	1050794.78479	1050844.78479	1051694.78479	right	right	1	900	F	E	0	602.682562871
1053297.46735	1054797.46735	1054847.46735	1055697.46735	right	right	1	900	F	F	1	611.543346094
1057309.01069	1058809.01069	1058859.01069	1059709.01069	right	left	0	900	F	F	1	678.820422176
1061387.83112	1062887.83112	1062937.83112	1063787.83112	left	left	1	900	E	E	1	508.315941599
1065296.14706	1066796.14706	1066846.14706	1067696.14706	right	right	1	900	F	E	0	525.84013884
1069221.9872	1070721.9872	1070771.9872	1071621.9872	right	left	0	900	E	E	1	463.461056312
1073085.44825	1074585.44825	1074635.44825	1074685.44825	right	left	0	100	F	F	1	604.682392148
1076290.13065	1077790.13065	1077840.13065	1078690.13065	left	left	1	900	F	F	1	647.316977912
1080337.44762	1081837.44762	1081887.44762	1081937.44762	right	right	1	100	F	E	0	547.966014407
1083485.41364	1084985.41364	1085035.41364	1085885.41364	left	left	1	900	F	E	0	645.378413271
1087530.79205	1089030.79205	1089080.79205	1089930.79205	right	left	0	900	F	F	1	409.315848477
1091340.1079	1092840.1079	1092890.1079	1092940.1079	right	left	0	100	F	F	1	608.492178578
1094548.60008	1096048.60008	1096098.60008	1096148.60008	left	left	1	100	F	F	1	567.768280543
1097716.36836	1099216.36836	1099266.36836	1100116.36836	left	left	1	900	E	F	0	523.963930174
1101640.33229	1103140.33229	1103190.33229	1104040.33229	left	right	0	900	F	F	1	550.939703939
1105591.27199	1107091.27199	1107141.27199	1107991.27199	right	left	0	900	F	F	1	435.188033075
1109426.46003	1110926.46003	1110976.46003	1111026.46003	right	left	0	100	F	F	1	589.761824756
1112616.22185	1114116.22185	1114166.22185	1115016.22185	right	left	0	900	E	F	0	609.754100515
