fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
85308.4744214	86808.4744214	86858.4744214	87708.4744214	right	right	1	900	E	F	0	594.971066104
89303.4454875	90803.4454875	90853.4454875	91703.4454875	right	right	1	900	E	F	0	596.839345514
93300.284833	94800.284833	94850.284833	94900.284833	right	right	1	100	E	E	1	382.988190614
96283.2730236	97783.2730236	97833.2730236	98683.2730236	left	right	0	900	E	F	0	575.659896916
100258.932921	101758.932921	101808.932921	102658.932921	left	right	0	900	E	E	1	440.680855414
104099.613776	105599.613776	105649.613776	105699.613776	left	right	0	100	F	E	0	538.005745805
107237.619522	108737.619522	108787.619522	108837.619522	left	right	0	100	E	E	1	574.959052933
110412.578575	111912.578575	111962.578575	112012.578575	right	left	0	100	E	E	1	604.25312229
113616.831697	115116.831697	115166.831697	116016.831697	left	left	1	900	F	F	1	605.130020072
117621.961717	119121.961717	119171.961717	119221.961717	right	left	0	100	E	E	1	628.769180284
120850.730897	122350.730897	122400.730897	122450.730897	right	right	1	100	E	E	1	486.953997928
123937.684895	125437.684895	125487.684895	125537.684895	left	right	0	100	F	F	1	536.211397858
127073.896293	128573.896293	128623.896293	129473.896293	left	left	1	900	F	F	1	565.69233912
131039.588632	132539.588632	132589.588632	132639.588632	left	right	0	100	E	E	1	486.697369485
134126.286002	135626.286002	135676.286002	136526.286002	right	right	1	900	F	F	1	505.843991597
138032.129993	139532.129993	139582.129993	140432.129993	left	left	1	900	E	F	0	394.378751848
141826.508745	143326.508745	143376.508745	144226.508745	right	right	1	900	E	E	1	532.339986929
145758.848732	147258.848732	147308.848732	148158.848732	right	right	1	900	F	F	1	465.915751613
149624.764484	151124.764484	151174.764484	151224.764484	left	right	0	100	E	E	1	531.106933673
152755.871417	154255.871417	154305.871417	155155.871417	right	right	1	900	F	F	1	573.680267123
156729.551685	158229.551685	158279.551685	159129.551685	right	right	1	900	F	E	0	551.939009388
160681.490694	162181.490694	162231.490694	163081.490694	right	left	0	900	E	E	1	427.945035941
164509.43573	166009.43573	166059.43573	166109.43573	right	right	1	100	E	E	1	447.611707562
167557.047437	169057.047437	169107.047437	169957.047437	right	left	0	900	F	F	1	465.205665825
171422.253103	172922.253103	172972.253103	173822.253103	left	left	1	900	F	E	0	521.78077037
175344.033874	176844.033874	176894.033874	177744.033874	right	left	0	900	E	E	1	498.097920369
179242.131794	180742.131794	180792.131794	180842.131794	right	right	1	100	E	E	1	473.247202918
182315.378997	183815.378997	183865.378997	184715.378997	right	right	1	900	E	E	1	383.750875193
186099.129872	187599.129872	187649.129872	187699.129872	right	left	0	100	F	F	1	600.209283837
189299.339156	190799.339156	190849.339156	190899.339156	left	left	1	100	E	E	1	467.027860654
192366.367017	193866.367017	193916.367017	193966.367017	left	left	1	100	F	F	1	621.071553056
195587.43857	197087.43857	197137.43857	197187.43857	right	right	1	100	E	E	1	309.289277012
198496.727847	199996.727847	200046.727847	200096.727847	right	left	0	100	E	E	1	553.587093662
201650.31494	203150.31494	203200.31494	204050.31494	left	left	1	900	E	E	1	519.536873825
205569.851814	207069.851814	207119.851814	207169.851814	left	right	0	100	E	E	1	443.877071858
208613.728886	210113.728886	210163.728886	211013.728886	right	right	1	900	E	E	1	516.136080145
212529.864966	214029.864966	214079.864966	214129.864966	right	right	1	100	F	F	1	443.22712356
215573.09209	217073.09209	217123.09209	217173.09209	left	right	0	100	E	E	1	513.346914616
218686.439004	220186.439004	220236.439004	220286.439004	left	right	0	100	E	F	0	497.158331413
221783.597336	223283.597336	223333.597336	223383.597336	right	right	1	100	F	F	1	593.312696072
224976.910032	226476.910032	226526.910032	226576.910032	left	left	1	100	E	E	1	438.380293557
228015.290325	229515.290325	229565.290325	230415.290325	left	left	1	900	E	E	1	601.328051052
232016.618376	233516.618376	233566.618376	233616.618376	right	right	1	100	F	E	0	381.412746255
234998.031123	236498.031123	236548.031123	236598.031123	left	left	1	100	E	E	1	507.508980429
238105.540103	239605.540103	239655.540103	239705.540103	right	right	1	100	F	F	1	476.568882555
241182.108986	242682.108986	242732.108986	242782.108986	right	left	0	100	E	F	0	624.646480379
244406.755466	245906.755466	245956.755466	246006.755466	right	left	0	100	F	F	1	455.620762804
247462.376229	248962.376229	249012.376229	249862.376229	left	right	0	900	F	F	1	509.801647465
251372.177876	252872.177876	252922.177876	253772.177876	right	left	0	900	E	E	1	553.570467205
255325.748343	256825.748343	256875.748343	256925.748343	left	left	1	100	E	E	1	534.805113541
258460.553457	259960.553457	260010.553457	260060.553457	left	right	0	100	E	E	1	515.861396497
261576.414854	263076.414854	263126.414854	263176.414854	right	right	1	100	E	E	1	552.45901124
264728.873865	266228.873865	266278.873865	267128.873865	left	right	0	900	E	E	1	430.856401351
268559.730266	270059.730266	270109.730266	270959.730266	right	right	1	900	E	E	1	603.864354771
272563.594621	274063.594621	274113.594621	274163.594621	left	left	1	100	E	E	1	382.224502211
275545.819123	277045.819123	277095.819123	277945.819123	right	left	0	900	F	F	1	523.932909998
279469.752033	280969.752033	281019.752033	281869.752033	right	right	1	900	F	F	1	418.748266949
283288.5003	284788.5003	284838.5003	285688.5003	right	left	0	900	F	F	1	456.467173271
287144.967473	288644.967473	288694.967473	288744.967473	left	right	0	100	F	F	1	579.499164158
290324.466637	291824.466637	291874.466637	292724.466637	right	left	0	900	E	E	1	504.440158974
294228.906796	295728.906796	295778.906796	295828.906796	left	left	1	100	E	E	1	408.133652544
297237.040449	298737.040449	298787.040449	299637.040449	left	left	1	900	E	F	0	490.062107287
301127.102556	302627.102556	302677.102556	302727.102556	right	right	1	100	F	F	1	524.108167971
304251.210724	305751.210724	305801.210724	306651.210724	right	right	1	900	F	F	1	559.704471719
308210.915196	309710.915196	309760.915196	309810.915196	left	left	1	100	F	F	1	493.499752066
311304.414948	312804.414948	312854.414948	313704.414948	left	left	1	900	E	F	0	498.848280661
315203.263229	316703.263229	316753.263229	316803.263229	left	left	1	100	E	E	1	607.612087703
318410.875316	319910.875316	319960.875316	320010.875316	left	right	0	100	E	E	1	628.551591883
321639.426908	323139.426908	323189.426908	324039.426908	left	left	1	900	E	F	0	490.861765059
325530.288673	327030.288673	327080.288673	327930.288673	right	left	0	900	F	F	1	431.762804624
329362.051478	330862.051478	330912.051478	331762.051478	left	right	0	900	F	F	1	590.381371004
333352.432849	334852.432849	334902.432849	335752.432849	right	left	0	900	F	F	1	418.169982043
337170.602831	338670.602831	338720.602831	339570.602831	right	left	0	900	F	E	0	454.446640811
341025.049472	342525.049472	342575.049472	342625.049472	left	left	1	100	E	E	1	419.91650357
344044.965975	345544.965975	345594.965975	346444.965975	left	left	1	900	F	F	1	570.12591835
348015.091894	349515.091894	349565.091894	350415.091894	left	left	1	900	F	F	1	398.868541181
351813.960435	353313.960435	353363.960435	354213.960435	right	right	1	900	E	E	1	597.191432674
355811.151868	357311.151868	357361.151868	357411.151868	left	left	1	100	E	E	1	477.205433284
358888.357301	360388.357301	360438.357301	361288.357301	left	left	1	900	F	E	0	506.613271398
362794.970572	364294.970572	364344.970572	365194.970572	right	left	0	900	F	F	1	555.867376959
366750.837949	368250.837949	368300.837949	368350.837949	right	left	0	100	E	E	1	548.709514922
369899.547464	371399.547464	371449.547464	371499.547464	right	left	0	100	F	F	1	549.687013705
373049.234478	374549.234478	374599.234478	375449.234478	left	left	1	900	E	E	1	619.092732051
377068.32721	378568.32721	378618.32721	379468.32721	left	left	1	900	F	F	1	493.518814442
380961.846024	382461.846024	382511.846024	383361.846024	left	left	1	900	E	E	1	497.08741489
384858.933439	386358.933439	386408.933439	386458.933439	left	left	1	100	F	F	1	485.383585458
387944.317025	389444.317025	389494.317025	389544.317025	left	right	0	100	F	F	1	502.698473833
391047.015499	392547.015499	392597.015499	392647.015499	left	right	0	100	F	F	1	534.218261295
394181.23376	395681.23376	395731.23376	396581.23376	right	right	1	900	E	E	1	539.513775245
398120.747535	399620.747535	399670.747535	400520.747535	left	left	1	900	E	F	0	474.910133899
401995.657669	403495.657669	403545.657669	403595.657669	left	left	1	100	F	F	1	448.444199802
405044.101869	406544.101869	406594.101869	406644.101869	left	right	0	100	F	F	1	561.183235268
408205.285104	409705.285104	409755.285104	409805.285104	right	left	0	100	E	E	1	456.712644132
411261.997748	412761.997748	412811.997748	412861.997748	left	left	1	100	F	F	1	427.681108717
414289.678857	415789.678857	415839.678857	415889.678857	right	right	1	100	E	E	1	547.173527655
417436.852385	418936.852385	418986.852385	419036.852385	left	right	0	100	E	E	1	520.824449362
420557.676834	422057.676834	422107.676834	422957.676834	left	right	0	900	F	E	0	376.591021977
424334.267856	425834.267856	425884.267856	425934.267856	left	left	1	100	F	F	1	488.937801703
427423.205658	428923.205658	428973.205658	429023.205658	left	left	1	100	F	F	1	490.339512519
430513.54517	432013.54517	432063.54517	432113.54517	left	left	1	100	E	E	1	450.509404948
433564.054575	435064.054575	435114.054575	435964.054575	right	left	0	900	F	F	1	506.958015369
437471.01259	438971.01259	439021.01259	439871.01259	left	right	0	900	F	F	1	427.387181511
441298.399772	442798.399772	442848.399772	443698.399772	left	left	1	900	E	E	1	455.342596812
445153.742369	446653.742369	446703.742369	447553.742369	left	left	1	900	E	E	1	420.244810842
448973.98718	450473.98718	450523.98718	451373.98718	right	right	1	900	E	E	1	561.082001645
452935.069181	454435.069181	454485.069181	454535.069181	right	left	0	100	F	F	1	517.982811602
456053.051993	457553.051993	457603.051993	457653.051993	left	right	0	100	E	E	1	612.911038006
459265.963031	460765.963031	460815.963031	460865.963031	left	right	0	100	F	F	1	492.686132815
462358.649164	463858.649164	463908.649164	464758.649164	left	right	0	900	F	F	1	508.53389941
466267.183063	467767.183063	467817.183063	468667.183063	left	right	0	900	E	E	1	455.36557714
470122.54864	471622.54864	471672.54864	471722.54864	right	right	1	100	F	F	1	508.452014231
473231.000654	474731.000654	474781.000654	475631.000654	right	left	0	900	E	E	1	515.810760157
477146.811415	478646.811415	478696.811415	478746.811415	right	right	1	100	E	E	1	526.290050627
480273.101465	481773.101465	481823.101465	482673.101465	left	right	0	900	F	F	1	551.54744674
484224.648912	485724.648912	485774.648912	486624.648912	right	left	0	900	F	F	1	449.251684087
488073.900596	489573.900596	489623.900596	490473.900596	right	left	0	900	E	E	1	601.758549891
492075.659146	493575.659146	493625.659146	493675.659146	left	right	0	100	E	E	1	608.096932037
495283.756078	496783.756078	496833.756078	496883.756078	right	left	0	100	F	F	1	550.893286535
498434.649365	499934.649365	499984.649365	500034.649365	left	left	1	100	F	F	1	524.518471059
501559.167836	503059.167836	503109.167836	503959.167836	left	left	1	900	E	E	1	501.461708174
505460.629544	506960.629544	507010.629544	507060.629544	right	right	1	100	F	F	1	428.498832315
508489.128376	509989.128376	510039.128376	510889.128376	right	right	1	900	F	F	1	590.302416313
512479.430792	513979.430792	514029.430792	514079.430792	right	left	0	100	F	F	1	483.058327808
515562.48912	517062.48912	517112.48912	517162.48912	right	right	1	100	E	E	1	535.015488204
518697.504608	520197.504608	520247.504608	521097.504608	right	left	0	900	F	F	1	490.535611415
522588.04022	524088.04022	524138.04022	524988.04022	left	right	0	900	E	E	1	355.225088152
526343.265308	527843.265308	527893.265308	527943.265308	right	right	1	100	F	F	1	459.314728345
529402.580036	530902.580036	530952.580036	531002.580036	right	right	1	100	E	E	1	454.454096583
532457.034133	533957.034133	534007.034133	534057.034133	left	left	1	100	E	E	1	411.40686641
535468.440999	536968.440999	537018.440999	537068.440999	right	left	0	100	F	F	1	575.128018775
538643.569018	540143.569018	540193.569018	540243.569018	left	left	1	100	F	F	1	470.549607741
541714.118626	543214.118626	543264.118626	544114.118626	left	right	0	900	E	E	1	478.215342485
545592.333968	547092.333968	547142.333968	547192.333968	right	left	0	100	E	E	1	496.823835085
548689.157803	550189.157803	550239.157803	551089.157803	right	right	1	900	E	E	1	624.685898073
552713.843701	554213.843701	554263.843701	555113.843701	right	left	0	900	E	E	1	315.27760773
556429.121309	557929.121309	557979.121309	558029.121309	right	right	1	100	F	F	1	502.511173833
559531.632483	561031.632483	561081.632483	561931.632483	left	right	0	900	E	E	1	495.668371277
563427.300854	564927.300854	564977.300854	565827.300854	left	right	0	900	E	E	1	572.701046201
567400.001901	568900.001901	568950.001901	569000.001901	left	right	0	100	F	F	1	404.743332965
570404.745233	571904.745233	571954.745233	572004.745233	right	left	0	100	F	F	1	449.418618492
573454.163852	574954.163852	575004.163852	575854.163852	right	right	1	900	F	F	1	522.446589586
577376.610442	578876.610442	578926.610442	578976.610442	right	left	0	100	E	E	1	608.29114087
580584.901582	582084.901582	582134.901582	582984.901582	left	right	0	900	E	E	1	465.442250457
584450.343833	585950.343833	586000.343833	586850.343833	right	right	1	900	E	E	1	456.75409054
588307.097923	589807.097923	589857.097923	589907.097923	right	left	0	100	E	E	1	496.411243504
591403.509167	592903.509167	592953.509167	593803.509167	right	right	1	900	E	E	1	494.905485051
595298.414652	596798.414652	596848.414652	596898.414652	right	left	0	100	E	F	0	530.723825832
598429.138478	599929.138478	599979.138478	600029.138478	right	left	0	100	E	E	1	522.4228301
601551.561308	603051.561308	603101.561308	603951.561308	right	left	0	900	E	E	1	510.617972824
605462.179281	606962.179281	607012.179281	607862.179281	left	right	0	900	E	E	1	416.845184786
609279.024466	610779.024466	610829.024466	611679.024466	left	left	1	900	E	F	0	494.756157759
613173.780623	614673.780623	614723.780623	615573.780623	right	left	0	900	E	E	1	476.98520616
617050.765829	618550.765829	618600.765829	619450.765829	left	left	1	900	F	F	1	652.751868124
621103.517698	622603.517698	622653.517698	622703.517698	right	left	0	100	F	F	1	519.109028508
624222.626726	625722.626726	625772.626726	625822.626726	right	right	1	100	F	F	1	344.262578767
627166.889305	628666.889305	628716.889305	629566.889305	left	left	1	900	F	F	1	361.224618762
630928.113924	632428.113924	632478.113924	633328.113924	left	left	1	900	F	F	1	457.7357263
634785.84965	636285.84965	636335.84965	637185.84965	left	right	0	900	F	F	1	518.215288903
638704.064939	640204.064939	640254.064939	640304.064939	left	left	1	100	E	E	1	540.464409538
641844.529348	643344.529348	643394.529348	644244.529348	left	left	1	900	E	E	1	491.888637298
645736.417986	647236.417986	647286.417986	648136.417986	left	right	0	900	F	E	0	536.09060438
649672.50859	651172.50859	651222.50859	651272.50859	left	left	1	100	F	F	1	488.989755067
652761.498345	654261.498345	654311.498345	654361.498345	left	right	0	100	E	E	1	440.720021979
655802.218367	657302.218367	657352.218367	657402.218367	left	left	1	100	F	F	1	539.318559835
658941.536927	660441.536927	660491.536927	661341.536927	left	right	0	900	E	E	1	455.260236839
662796.797164	664296.797164	664346.797164	664396.797164	left	left	1	100	F	F	1	452.095442948
665848.892607	667348.892607	667398.892607	667448.892607	right	right	1	100	E	E	1	476.090206554
668924.982813	670424.982813	670474.982813	671324.982813	left	left	1	900	F	F	1	617.964929002
672942.947742	674442.947742	674492.947742	675342.947742	right	left	0	900	F	F	1	409.56207095
676752.509813	678252.509813	678302.509813	678352.509813	right	right	1	100	F	F	1	551.509489049
679904.019302	681404.019302	681454.019302	682304.019302	left	left	1	900	F	F	1	469.40943363
683773.428736	685273.428736	685323.428736	686173.428736	left	right	0	900	E	E	1	612.656713861
687786.08545	689286.08545	689336.08545	690186.08545	right	left	0	900	E	E	1	512.07853855
691698.163988	693198.163988	693248.163988	693298.163988	right	left	0	100	F	F	1	559.789665431
694857.953654	696357.953654	696407.953654	696457.953654	right	right	1	100	E	E	1	523.638889144
697981.592543	699481.592543	699531.592543	699581.592543	left	right	0	100	F	F	1	460.527853898
701042.120397	702542.120397	702592.120397	702642.120397	right	left	0	100	E	E	1	498.602367374
704140.722764	705640.722764	705690.722764	706540.722764	right	right	1	900	E	F	0	417.318907575
707958.041672	709458.041672	709508.041672	710358.041672	left	right	0	900	E	E	1	506.192567529
711864.234239	713364.234239	713414.234239	713464.234239	left	left	1	100	E	E	1	472.678590161
714936.912829	716436.912829	716486.912829	717336.912829	right	left	0	900	E	E	1	518.994892379
718855.907722	720355.907722	720405.907722	720455.907722	right	right	1	100	F	F	1	506.310046858
721962.217769	723462.217769	723512.217769	723562.217769	left	left	1	100	E	E	1	438.602892964
725000.820662	726500.820662	726550.820662	727400.820662	left	left	1	900	F	F	1	494.078603149
728894.899265	730394.899265	730444.899265	730494.899265	right	right	1	100	E	E	1	562.423411507
732057.322676	733557.322676	733607.322676	734457.322676	right	right	1	900	F	F	1	423.931828414
735881.254505	737381.254505	737431.254505	738281.254505	right	left	0	900	E	E	1	441.698502293
739722.953007	741222.953007	741272.953007	741322.953007	right	right	1	100	F	F	1	437.427520291
742760.380527	744260.380527	744310.380527	745160.380527	right	right	1	900	F	F	1	435.514463948
746595.894991	748095.894991	748145.894991	748195.894991	left	right	0	100	F	F	1	523.984375778
749719.879367	751219.879367	751269.879367	752119.879367	right	left	0	900	F	F	1	359.835184801
753479.714552	754979.714552	755029.714552	755079.714552	left	left	1	100	F	F	1	435.504741354
756515.219293	758015.219293	758065.219293	758915.219293	left	left	1	900	F	F	1	537.278641044
760452.497934	761952.497934	762002.497934	762052.497934	right	right	1	100	F	F	1	418.870691827
763471.368626	764971.368626	765021.368626	765871.368626	right	right	1	900	F	F	1	483.061601542
767354.430228	768854.430228	768904.430228	769754.430228	left	right	0	900	E	E	1	459.180419539
771213.610647	772713.610647	772763.610647	773613.610647	right	left	0	900	F	F	1	510.84033306
775124.45098	776624.45098	776674.45098	776724.45098	right	right	1	100	F	F	1	535.007344964
778259.458325	779759.458325	779809.458325	779859.458325	right	left	0	100	F	E	0	533.169194591
781392.62752	782892.62752	782942.62752	783792.62752	right	right	1	900	E	E	1	569.510802823
785362.138323	786862.138323	786912.138323	787762.138323	right	left	0	900	F	F	1	526.129289615
789288.267612	790788.267612	790838.267612	790888.267612	left	right	0	100	E	E	1	564.40561848
792452.673231	793952.673231	794002.673231	794052.673231	left	left	1	100	F	F	1	425.972420402
795478.645651	796978.645651	797028.645651	797078.645651	left	right	0	100	E	E	1	602.348537972
798680.994189	800180.994189	800230.994189	800280.994189	right	left	0	100	E	E	1	461.568206598
801742.562396	803242.562396	803292.562396	804142.562396	left	right	0	900	E	E	1	417.991249554
805560.553645	807060.553645	807110.553645	807160.553645	right	left	0	100	F	F	1	616.267157981
808776.820803	810276.820803	810326.820803	810376.820803	left	right	0	100	F	F	1	509.583504365
811886.404307	813386.404307	813436.404307	814286.404307	right	left	0	900	F	F	1	423.972161711
815710.376469	817210.376469	817260.376469	818110.376469	left	right	0	900	F	F	1	487.566751825
819597.943221	821097.943221	821147.943221	821997.943221	left	left	1	900	E	E	1	383.033629887
823380.976851	824880.976851	824930.976851	825780.976851	left	left	1	900	F	F	1	501.145165383
827282.122016	828782.122016	828832.122016	829682.122016	right	left	0	900	F	F	1	482.948829531
831165.070846	832665.070846	832715.070846	832765.070846	right	right	1	100	E	E	1	586.446906149
834351.517752	835851.517752	835901.517752	835951.517752	left	right	0	100	F	F	1	509.193033012
837460.710785	838960.710785	839010.710785	839060.710785	left	left	1	100	F	F	1	522.640703027
840583.351488	842083.351488	842133.351488	842983.351488	right	right	1	900	E	E	1	485.492690385
844468.844178	845968.844178	846018.844178	846868.844178	right	left	0	900	E	E	1	494.486604995
848363.330783	849863.330783	849913.330783	849963.330783	left	left	1	100	E	E	1	492.881353046
851456.212136	852956.212136	853006.212136	853856.212136	left	right	0	900	E	E	1	466.164050298
855322.376187	856822.376187	856872.376187	857722.376187	left	right	0	900	E	E	1	231.967974391
858954.344161	860454.344161	860504.344161	860554.344161	right	left	0	100	F	F	1	610.361957083
862164.706118	863664.706118	863714.706118	863764.706118	right	left	0	100	E	E	1	570.891294276
865335.597412	866835.597412	866885.597412	866935.597412	right	right	1	100	E	F	0	426.298002087
868361.895415	869861.895415	869911.895415	869961.895415	right	left	0	100	E	E	1	574.308901894
871536.204316	873036.204316	873086.204316	873936.204316	right	left	0	900	E	E	1	456.724571212
875392.928888	876892.928888	876942.928888	876992.928888	right	left	0	100	F	F	1	598.949080742
878591.877968	880091.877968	880141.877968	880191.877968	right	left	0	100	E	E	1	561.998632799
881753.876601	883253.876601	883303.876601	884153.876601	right	left	0	900	F	F	1	507.715436883
885661.592038	887161.592038	887211.592038	888061.592038	left	left	1	900	E	F	0	479.309514935
889540.901553	891040.901553	891090.901553	891940.901553	right	left	0	900	E	E	1	555.54388792
893496.445441	894996.445441	895046.445441	895896.445441	right	left	0	900	E	F	0	515.649495997
897412.094937	898912.094937	898962.094937	899812.094937	left	right	0	900	F	F	1	419.065991592
901231.160929	902731.160929	902781.160929	903631.160929	right	right	1	900	E	F	0	421.951713685
905053.112642	906553.112642	906603.112642	907453.112642	left	right	0	900	F	F	1	455.775761822
908908.888404	910408.888404	910458.888404	911308.888404	right	left	0	900	E	E	1	291.250378432
912600.138782	914100.138782	914150.138782	915000.138782	left	left	1	900	F	F	1	545.81792508
916545.956708	918045.956708	918095.956708	918945.956708	right	right	1	900	E	F	0	574.910782126
920520.86749	922020.86749	922070.86749	922120.86749	right	left	0	100	F	F	1	565.996753328
923686.864243	925186.864243	925236.864243	926086.864243	right	right	1	900	F	F	1	601.59430636
927688.458549	929188.458549	929238.458549	929288.458549	left	left	1	100	F	F	1	540.347194528
930828.805744	932328.805744	932378.805744	933228.805744	left	right	0	900	F	F	1	541.556091567
934770.361835	936270.361835	936320.361835	936370.361835	right	left	0	100	E	E	1	643.596739431
938013.958575	939513.958575	939563.958575	940413.958575	right	right	1	900	F	F	1	538.328886148
941952.287461	943452.287461	943502.287461	944352.287461	right	right	1	900	E	E	1	526.25732973
945878.544791	947378.544791	947428.544791	948278.544791	right	right	1	900	F	E	0	523.66429183
949802.209083	951302.209083	951352.209083	952202.209083	right	right	1	900	F	F	1	619.407300568
953821.616383	955321.616383	955371.616383	956221.616383	right	right	1	900	F	F	1	554.345117204
957775.9615	959275.9615	959325.9615	959375.9615	left	right	0	100	F	F	1	601.53473141
960977.496232	962477.496232	962527.496232	963377.496232	right	left	0	900	F	F	1	523.282509948
964900.778742	966400.778742	966450.778742	967300.778742	left	right	0	900	F	E	0	421.39215226
968722.170894	970222.170894	970272.170894	970322.170894	right	left	0	100	E	E	1	558.17071659
971880.341611	973380.341611	973430.341611	974280.341611	left	left	1	900	E	F	0	604.763702574
975885.105313	977385.105313	977435.105313	978285.105313	right	left	0	900	E	E	1	452.067885564
979737.173199	981237.173199	981287.173199	981337.173199	left	right	0	100	F	F	1	564.448686837
982901.621886	984401.621886	984451.621886	984501.621886	left	left	1	100	E	E	1	444.779742381
985946.401628	987446.401628	987496.401628	988346.401628	left	right	0	900	F	F	1	500.335682029
989846.73731	991346.73731	991396.73731	991446.73731	right	left	0	100	F	E	0	422.652799595
992869.39011	994369.39011	994419.39011	994469.39011	right	left	0	100	E	E	1	554.647887537
996024.037997	997524.037997	997574.037997	997624.037997	right	left	0	100	F	F	1	487.008859259
999111.046856	1000611.04686	1000661.04686	1001511.04686	right	right	1	900	E	E	1	647.240470464
1003158.28733	1004658.28733	1004708.28733	1005558.28733	right	right	1	900	E	E	1	555.663268598
1007113.9506	1008613.9506	1008663.9506	1008713.9506	right	right	1	100	F	F	1	422.357232769
1010136.30783	1011636.30783	1011686.30783	1011736.30783	left	right	0	100	E	E	1	584.135932573
1013320.44376	1014820.44376	1014870.44376	1015720.44376	left	right	0	900	E	E	1	395.5786915
1017116.02245	1018616.02245	1018666.02245	1018716.02245	left	left	1	100	F	F	1	454.537240179
1020170.55969	1021670.55969	1021720.55969	1021770.55969	left	right	0	100	F	F	1	554.188577328
1023324.74827	1024824.74827	1024874.74827	1024924.74827	left	left	1	100	E	F	0	528.125920077
1026452.87419	1027952.87419	1028002.87419	1028852.87419	right	right	1	900	F	F	1	437.9215704
1030290.79576	1031790.79576	1031840.79576	1031890.79576	right	left	0	100	F	F	1	527.406153351
1033418.20191	1034918.20191	1034968.20191	1035018.20191	left	left	1	100	F	F	1	392.368402523
1036410.57032	1037910.57032	1037960.57032	1038010.57032	left	left	1	100	E	E	1	410.651344057
1039421.22166	1040921.22166	1040971.22166	1041021.22166	left	right	0	100	E	E	1	512.006121563
1042533.22778	1044033.22778	1044083.22778	1044933.22778	left	left	1	900	F	F	1	470.361980699
1046403.58976	1047903.58976	1047953.58976	1048003.58976	right	left	0	100	F	F	1	551.26755205
1049554.85731	1051054.85731	1051104.85731	1051154.85731	left	right	0	100	F	F	1	540.292018176
1052695.14933	1054195.14933	1054245.14933	1055095.14933	left	right	0	900	F	F	1	409.978409472
1056505.12774	1058005.12774	1058055.12774	1058905.12774	left	right	0	900	F	F	1	605.173608402
1060510.30135	1062010.30135	1062060.30135	1062110.30135	right	right	1	100	E	E	1	488.614997213
1063598.91635	1065098.91635	1065148.91635	1065198.91635	right	right	1	100	E	E	1	631.431153444
1066830.3475	1068330.3475	1068380.3475	1069230.3475	right	right	1	900	F	F	1	442.765555574
1070673.11306	1072173.11306	1072223.11306	1073073.11306	left	left	1	900	E	E	1	481.022204404
1074554.13526	1076054.13526	1076104.13526	1076154.13526	right	left	0	100	F	F	1	519.810564485
1077673.94583	1079173.94583	1079223.94583	1080073.94583	right	left	0	900	E	E	1	452.895578555
1081526.8414	1083026.8414	1083076.8414	1083126.8414	left	right	0	100	E	E	1	445.352389714
1084572.19379	1086072.19379	1086122.19379	1086972.19379	left	right	0	900	F	F	1	461.237434834
1088433.43123	1089933.43123	1089983.43123	1090833.43123	left	right	0	900	E	E	1	460.424484134
1092293.85571	1093793.85571	1093843.85571	1093893.85571	left	right	0	100	F	F	1	492.170821774
